Date,Run,raw_ID,Sample_ID,Plate,pH,Replicate,Fed_Unfed,tet/ply,chaet,total_algae,seston,Time_point,minutes,Notes
20210914,2,B05 8A T=4,2,NA,8,A,NA,492,21,513,380,4,40,
20210914,2,F05 7.5A T=4,6,NA,7.5,A,NA,"1,008",45,"1,053",817,4,40,
20210914,2,B06 8.0A T=5,2,NA,8,A,NA,726,37,763,610,5,50,
20210914,2,F06 7A  T=5,6,NA,7.5,A,NA,919,39,958,719,5,50,
20210914,2,B07 8.0A T=7,2,NA,8,A,NA,772,45,817,553,6,70,
20210914,2,F07 7A T=7,6,NA,7.5,A,NA,860,43,903,536,6,70,
20210914,2,B08 8A,2,NA,8,A,NA,532,31,563,415,7,90,
20210914,2,F08 7A ,6,NA,7.5,A,NA,768,31,799,477,7,90,
20210914,3,A03 8D t=0,3,NA,8,A,NA,"1,201",72,"1,273",659,0,0,
20210914,3,A08 7.5a,7,NA,7.5,A,NA,"1,168",57,"1,225",639,0,0,
20210914,3,B03 8.0A T=1,3,NA,8,A,NA,"1,204",49,"1,253",647,1,15,
20210914,3,B08 7.5A T=1,7,NA,7.5,A,NA,"1,141",59,"1,200",588,1,15,
20210914,3,C03 8aC t=3,3,NA,8,A,NA,"1,192",49,"1,241",554,2,30,
20210914,3,C08 7.5a T=3,7,NA,7.5,A,NA,"1,010",54,"1,064",526,2,30,
20210914,3,D03 8A T=4,3,NA,8,A,NA,"1,149",39,"1,188",638,3,45,
20210914,3,D08 7.5A T=4,7,NA,7.5,A,NA,879,36,915,445,3,45,
20210914,3,E03 8A T=4,3,NA,8,A,NA,"1,172",67,"1,239",575,4,60,
20210914,3,E08 7.5A T=4,7,NA,7.5,A,NA,836,45,881,405,4,60,
20210914,3,F03 8A T=5,3,NA,8,A,NA,"1,087",69,"1,156",645,5,75,
20210914,3,F08 7.5A T=5,7,NA,7.5,A,NA,716,58,774,497,5,75,
20210914,3,G03 8.0A T=6,3,NA,8,A,NA,"1,061",64,"1,125","1,572",6,90,
20210914,3,G08 7.5A T=6,7,NA,7.5,A,NA,939,87,"1,026",519,6,90,
20210930,1,A04 Plate 1 Sample 4,4,1,7.5,A,unfed,NA,NA,"1,466",915,0,0,
20210930,1,A05 Plate 1 Sample 5,5,1,8,A,fed,NA,NA,"1,506","1,000",0,0,
20210930,1,A06 Plate 1 Sample 6,6,1,8,A,unfed,NA,NA,"1,459",872,0,0,
20210930,1,B01 Plate 1 Sample 13,13,1,7.5,A,fed,NA,NA,"1,383",770,0,0,
20210930,1,B02 Plate 1 Sample 14,14,1,8,A,unfed,NA,NA,"1,426",864,0,0,
20210930,1,B07 Plate 1 Sample 19,19,1,7.5,A,unfed,NA,NA,"1,432",813,0,0,
20210930,1,C03 Plate 2 Sample 27,27,2,7.5,A,unfed,NA,NA,"1,498",898,0,0,
20210930,1,C11 Plate 2 Sample 35,35,2,8,A,fed,NA,NA,"1,330",785,0,0,
20210930,1,D07 Plate 2 Sample 43,43,2,8,A,unfed,NA,NA,"1,449",923,0,0,
20210930,1,D08 Plate 2 Sample 44,44,2,7.5,A,fed,NA,NA,"1,330",776,0,0,
20210930,1,D09 Plate 2 Sample 45,45,2,7.5,A,fed,NA,NA,"1,560",803,0,0,
20210930,1,D11 Plate 2 Sample 47,47,2,8,A,fed,NA,NA,"1,417",947,0,0,
20210930,1,E04 Plate 1 Sample 4,4,1,7.5,A,unfed,NA,NA,"1,478",945,1,10,
20210930,1,E05 Plate 1 Sample 5,5,1,8,A,fed,NA,NA,933,543,1,10,
20210930,1,E06 Plate 1 Sample 6,6,1,8,A,unfed,NA,NA,"1,351",910,1,10,
20210930,1,F01 Plate 1 Sample 13,13,1,7.5,A,fed,NA,NA,"1,417",762,1,10,
20210930,1,F02 Plate 1 Sample 14,14,1,8,A,unfed,NA,NA,"1,439",856,1,10,
20210930,1,F07 Plate 1 Sample 19,19,1,7.5,A,unfed,NA,NA,"1,445",790,1,10,
20210930,1,G03 Plate 2 Sample 27,27,2,7.5,A,unfed,NA,NA,"1,589","1,182",1,10,
20210930,1,G11 Plate 2 Sample 35,35,2,8,A,fed,NA,NA,"1,229","1,054",1,10,
20210930,1,H07 Plate 2 Sample 43,43,2,8,A,unfed,NA,NA,"1,404","1,216",1,10,
20210930,1,H08 Plate 2 Sample 44,44,2,7.5,A,fed,NA,NA,"1,018",621,1,10,
20210930,1,H09 Plate 2 Sample 45,45,2,7.5,A,fed,NA,NA,"1,628","1,245",1,10,
20210930,1,H11 Plate 2 Sample 47,47,2,8,A,fed,NA,NA,"1,322","1,353",1,10,
20210930,1,A04 Plate 1 Sample 4,4,1,7.5,A,unfed,NA,NA,"1,318",807,2,20,
20210930,1,A05 Plate 1 Sample 5,5,1,8,A,fed,NA,NA,632,425,2,20,
20210930,1,A06 Plate 1 Sample 6,6,1,8,A,unfed,NA,NA,"1,221",702,2,20,
20210930,1,B01 Plate 1 Sample 13,13,1,7.5,A,fed,NA,NA,"1,137",721,2,20,
20210930,1,B02 Plate 1 Sample 14,14,1,8,A,unfed,NA,NA,"1,342",867,2,20,
20210930,1,B07 Plate 1 Sample 19,19,1,7.5,A,unfed,NA,NA,"1,336",875,2,20,
20210930,1,C03 Plate 2 Sample 27,27,2,7.5,A,unfed,NA,NA,"1,545",953,2,20,
20210930,1,C11 Plate 2 Sample 35,35,2,8,A,fed,NA,NA,"1,021",940,2,20,
20210930,1,D07 Plate 2 Sample 43,43,2,8,A,unfed,NA,NA,"1,321","1,096",2,20,
20210930,1,D08 Plate 2 Sample 44,44,2,7.5,A,fed,NA,NA,782,753,2,20,
20210930,1,D09 Plate 2 Sample 45,45,2,7.5,A,fed,NA,NA,"1,332",969,2,20,
20210930,1,D11 Plate 2 Sample 47,47,2,8,A,fed,NA,NA,"1,011","1,104",2,20,
20210930,1,E04 Plate 1 Sample 4,4,1,7.5,A,unfed,NA,NA,"1,275",903,3,30,
20210930,1,E05 Plate 1 Sample 5,5,1,8,A,fed,NA,NA,150,201,3,30,
20210930,1,E06 Plate 1 Sample 6,6,1,8,A,unfed,NA,NA,"1,146",690,3,30,
20210930,1,F01 Plate 1 Sample 13,13,1,7.5,A,fed,NA,NA,848,562,3,30,
20210930,1,F02 Plate 1 Sample 14,14,1,8,A,unfed,NA,NA,"1,525","1,046",3,30,
20210930,1,F07 Plate 1 Sample 19,19,1,7.5,A,unfed,NA,NA,"1,313",792,3,30,
20210930,1,G03 Plate 2 Sample 27,27,2,7.5,A,unfed,NA,NA,"1,370",941,3,30,
20210930,1,G11 Plate 2 Sample 35,35,2,8,A,fed,NA,NA,938,934,3,30,
20210930,1,H07 Plate 2 Sample 43,43,2,8,A,unfed,NA,NA,"1,209",903,3,30,
20210930,1,H08 Plate 2 Sample 44,44,2,7.5,A,fed,NA,NA,"2,333","3,503",3,30,
20210930,1,H09 Plate 2 Sample 45,45,2,7.5,A,fed,NA,NA,"1,212",939,3,30,
20210930,1,H11 Plate 2 Sample 47,47,2,8,A,fed,NA,NA,919,923,3,30,
20210930,1,A04 Plate 1 Sample 4,4,1,7.5,A,unfed,NA,NA,"1,047","1,675",6,60,
20210930,1,A05 Plate 1 Sample 5,5,1,8,A,fed,NA,NA,440,823,6,60,
20210930,1,A06 Plate 1 Sample 6,6,1,8,A,unfed,NA,NA,948,716,6,60,
20210930,1,B01 Plate 1 Sample 13,13,1,7.5,A,fed,NA,NA,384,323,6,60,
20210930,1,B02 Plate 1 Sample 14,14,1,8,A,unfed,NA,NA,"1,105",842,6,60,
20210930,1,B07 Plate 1 Sample 19,19,1,7.5,A,unfed,NA,NA,"1,196",647,6,60,
20210930,1,C03 Plate 2 Sample 27,27,2,7.5,A,unfed,NA,NA,"1,303",960,6,60,
20210930,1,C11 Plate 2 Sample 35,35,2,8,A,fed,NA,NA,851,867,6,60,
20210930,1,D07 Plate 2 Sample 43,43,2,8,A,unfed,NA,NA,"1,351","1,114",6,60,
20210930,1,D08 Plate 2 Sample 44,44,2,7.5,A,fed,NA,NA,525,650,6,60,
20210930,1,D09 Plate 2 Sample 45,45,2,7.5,A,fed,NA,NA,"1,142","1,069",6,60,
20210930,1,D11 Plate 2 Sample 47,47,2,8,A,fed,NA,NA,464,680,6,60,
20210930,2,A05 Plate 1 Sample 5,5,1,8,A,fed,NA,NA,"1,328",783,0,0,
20210930,2,A07 Plate 1 Sample 7,7,1,7.5,A,fed,NA,NA,"1,311",952,0,0,
20210930,2,B04 Plate 1 Sample 16,16,1,8,A,unfed,NA,NA,"1,710","1,214",0,0,
20210930,2,B05 Plate 1 Sample 17,17,1,7.5,A,unfed,NA,NA,"1,541","1,118",0,0,
20210930,2,C01 Plate 2 Sample 19,19,2,7.5,A,fed,NA,NA,"1,599","1,006",0,0,
20210930,2,C06 Plate 2 Sample 24,24,2,8,A,fed,NA,NA,"1,669","1,238",0,0,
20210930,2,C07 Plate 2 Sample 25,25,2,7.5,A,unfed,NA,NA,"1,760","1,196",0,0,
20210930,2,D02 Plate 2 Sample 32,32,2,8,A,unfed,NA,NA,"1,728","1,264",0,0,
20210930,2,D05 Plate 1 Sample 5,5,1,8,A,fed,NA,NA,525,586,2,20,
20210930,2,D07 Plate 1 Sample 7,7,1,7.5,A,fed,NA,NA,390,281,2,20,
20210930,2,H01 P1 R2 T2 7,7,1,7.5,A,fed,NA,NA,"1,107",708,2,20,
20210930,2,E04 Plate 1 Sample 16,16,1,8,A,unfed,NA,NA,"1,426","1,767",2,20,
20210930,2,E05 Plate 1 Sample 17,17,1,7.5,A,unfed,NA,NA,"1,397","1,384",2,20,
20210930,2,E07 Plate 2 Sample 19,19,2,7.5,A,fed,NA,NA,"1,163",992,2,20,
20210930,2,E12 Plate 2 Sample 24,24,2,8,A,fed,NA,NA,"1,456","1,107",2,20,
20210930,2,F01 Plate 2 Sample 25,25,2,7.5,A,unfed,NA,NA,"1,328",981,2,20,
20210930,2,F08 Plate 2 Sample 32,32,2,8,A,unfed,NA,NA,"1,213",977,2,20,
20210930,2,H03 P1 R2 T3 7,7,1,7.5,A,fed,NA,NA,603,385,3,30,
20210930,2,A05 Plate 1 Sample 5,5,1,8,A,fed,NA,NA,360,496,4,40,
20210930,2,A07 Plate 1 Sample 7,7,1,7.5,A,fed,NA,NA,215,214,4,40,
20210930,2,B04 Plate 1 Sample 16,16,1,8,A,unfed,NA,NA,"1,282",964,4,40,
20210930,2,B05 Plate 1 Sample 17,17,1,7.5,A,unfed,NA,NA,"1,704","1,077",4,40,
20210930,2,C01 Plate 2 Sample 19,19,2,7.5,A,fed,NA,NA,750,712,4,40,
20210930,2,C06 Plate 2 Sample 24,24,2,8,A,fed,NA,NA,"1,404","1,352",4,40,
20210930,2,C07 Plate 2 Sample 25,25,2,7.5,A,unfed,NA,NA,"1,211",886,4,40,
20210930,2,D02 Plate 2 Sample 32,32,2,8,A,unfed,NA,NA,"1,095",997,4,40,
20210930,2,G07 P1 R2 T5 7,7,1,7.5,A,fed,NA,NA,"1,041","1,589",5,50,extra
20210930,2,H08 P1 R2 T5 25,25,2,7.5,A,unfed,NA,NA,"1,169",694,5,50,
20210930,2,A05 Plate 1 Sample 5,5,1,8,A,fed,NA,NA,100,176,6,60,
20210930,2,A07 Plate 1 Sample 7,7,1,7.5,A,fed,NA,NA,"1,358","2,879",6,60,extra
20210930,2,B04 Plate 1 Sample 16,16,1,8,A,unfed,NA,NA,"1,199","1,819",6,60,
20210930,2,B05 Plate 1 Sample 17,17,1,7.5,A,unfed,NA,NA,"1,225","1,187",6,60,
20210930,2,B07 Plate 2 Sample 19,19,2,7.5,A,fed,NA,NA,955,"2,317",6,60,
20210930,2,B12 Plate 2 Sample 24,24,2,8,A,fed,NA,NA,"1,264","2,502",6,60,
20210930,2,C01 Plate 2 Sample 25,25,2,7.5,A,unfed,NA,NA,"1,291","1,536",6,60,extra
20210930,2,C08 Plate 2 Sample 32,32,2,8,A,unfed,NA,NA,"1,150","2,248",6,60,
20211026,1,A01 R1 S1 8.0A  T0,1,NA,8,A,fed,926,610,1536,"2,579",0,0,
20211026,1,A04 R1 7.5A T0,5,NA,7.5,A,fed,929,590,1519,"2,593",0,0,
20211026,1,B01 R1 8.0A  T15,1,NA,8,A,fed,5,6,11,232,1,15,
20211026,1,B04 R1 7.5A T15,5,NA,7.5,A,fed,753,495,1248,"2,341",1,15,
20211026,1,C04 R1 7.5A T30,5,NA,7.5,A,fed,520,371,891,"2,812",2,30,
20211026,1,D01 R1 8.0A  T45,1,NA,8,A,fed,2,9,11,366,3,45,
20211026,1,D04 R1 7.5A T45,5,NA,7.5,A,fed,613,433,1046,"3,165",3,45,
20211026,1,E01 R1 8.0A  T60,1,NA,8,A,fed,3,12,15,80,4,60,
20211026,1,E04 R1 7.5A T60,5,NA,7.5,A,fed,296,215,511,"1,497",4,60,
20211026,2,A08 R2 8.0A T0,2,NA,8,A,fed,401,"2,091",2492,"6,159",0,0,
20211026,2,A11 R2 7.5A T0,6,NA,7.5,A,fed,412,"2,184",2596,"7,428",0,0,
20211026,2,B08 R2 8.0A T15,2,NA,8,A,fed,146,"1,106",1252,"4,122",1,15,
20211026,2,B11 R2 7.5A T15,6,NA,7.5,A,fed,39,331,370,"1,131",1,15,
20211026,2,C08 R2 8.0A T30,2,NA,8,A,fed,8,170,178,540,2,30,
20211026,2,C11 R2 7.5A T30,6,NA,7.5,A,fed,5,48,53,"1,879",2,30,
20211026,2,D08 R2 8.0A T45,2,NA,8,A,fed,1,5,6,265,3,45,
20211026,2,D11 R2 7.5A T45,6,NA,7.5,A,fed,0,2,2,123,3,45,
20211026,2,E08 R2 8.0A T60,2,NA,8,A,fed,6,21,27,322,4,60,
20211026,2,E11 R2 7.5A T60,6,NA,7.5,A,fed,73,221,294,"7,756",4,60,
20211026,1_B,A01 S1 T0,1,NA,8,A,unfed,192,"1,108","1,300","3,308",0,0,
20211026,1_B,A03 S3 T0,3,NA,7.5,A,unfed,197,"1,115","1,312","3,324",0,0,
20211026,1_B,A06 S6 T0,6,NA,7.5,A,unfed,206,"1,029","1,235","2,960",0,0,
20211026,1_B,B03 S15 T0,15,NA,8,A,unfed,177,937,"1,114","2,543",0,0,
20211026,1_B,C01 S1 T15,1,NA,8,A,unfed,145,"1,159","1,304","4,086",1,15,
20211026,1_B,C03 S3  T15,3,NA,7.5,A,unfed,109,"1,000","1,109","3,024",1,15,
20211026,1_B,C06 S6  T15,6,NA,7.5,A,unfed,71,861,932,"2,798",1,15,
20211026,1_B,D03 S15 T15,15,NA,8,A,unfed,80,922,"1,002","2,400",1,15,
20211026,1_B,E01 S1 T30,1,NA,8,A,unfed,102,"1,022","1,124","3,054",2,30,
20211026,1_B,E03 S3  T30,3,NA,7.5,A,unfed,83,932,"1,015","2,917",2,30,
20211026,1_B,E06 S6  T30,6,NA,7.5,A,unfed,62,833,895,"2,619",2,30,
20211026,1_B,F03 S15 T30,15,NA,8,A,unfed,57,853,910,"1,992",2,30,
20211026,1_B,G01 S1 T45,1,NA,8,A,unfed,86,998,"1,084","4,443",3,45,
20211026,1_B,G03 S3 T45,3,NA,7.5,A,unfed,54,687,741,"2,203",3,45,
20211026,1_B,G06 S6 T45,6,NA,7.5,A,unfed,54,736,790,"2,454",3,45,
20211026,1_B,H03 S15 T45,15,NA,8,A,unfed,49,799,848,"2,002",3,45,
20211026,1_B,A01 S1 T60,1,NA,8,A,unfed,80,859,939,"1,999",4,60,
20211026,1_B,A03 S3 T60,3,NA,7.5,A,unfed,52,914,966,"2,612",4,60,
20211026,1_B,A06 S6 T60,6,NA,7.5,A,unfed,31,863,894,"2,556",4,60,
20211026,1_B,B03 S15 T60,15,NA,8,A,unfed,50,814,864,"2,868",4,60,
20210914,1,B01 Run 18.0B t=0,2,NA,8,B,NA,"1,269",63,"1,332",733,0,0,
20210914,1,F01 Run 1 7.5 B t=0,6,NA,7.5,B,NA,"1,255",75,"1,330",723,0,0,
20210914,1,B02 8B t=1,2,NA,8,B,NA,"1,251",60,"1,311",691,1,10,
20210914,1,F02 7.5B t=1,6,NA,7.5,B,NA,"1,270",66,"1,336",744,1,10,
20210914,1,B03 8.0B t=2,2,NA,8,B,NA,"1,170",63,"1,233",628,2,27,
20210914,1,F03 7.5b T=2,6,NA,7.5,B,NA,"1,053",52,"1,105",618,2,27,
20210914,1,B04 8B T=3,2,NA,8,B,NA,"1,101",56,"1,157",921,3,47,
20210914,1,F04 7.5b T=3,6,NA,7.5,B,NA,979,45,"1,024",699,3,47,
20210914,1,B05 8B T=4,2,NA,8,B,NA,927,48,975,534,4,57,
20210914,1,F05 7.5b T=4,6,NA,7.5,B,NA,786,35,821,480,4,57,
20210914,1,B06 8.0b T=5,2,NA,8,B,NA,950,47,997,572,5,70,
20210914,1,F06 2 8-5-21,6,NA,7.5,B,NA,754,29,783,487,5,70,
20210914,1,B07 8.0B T=7,2,NA,8,B,NA,715,49,764,408,6,90,
20210914,1,F07 7b T=7,6,NA,7.5,B,NA,672,28,700,515,6,90,
20210914,2,C01 Run 2 8B t=0,3,NA,8,B,NA,"1,284",105,"1,389",732,0,0,
20210914,2,G01 run 2 t=0 7.5B,7,NA,7.5,B,NA,"1,258",88,"1,346",949,0,0,
20210914,2,C02 8B t=1,3,NA,8,B,NA,"1,192",58,"1,250",755,1,10,
20210914,2,G02 7.5B t=1,7,NA,7.5,B,NA,"1,091",77,"1,168",654,1,10,
20210914,2,C03 8B t=2,3,NA,8,B,NA,"1,192",51,"1,243",743,2,20,
20210914,2,G03 7.5B t=2,7,NA,7.5,B,NA,"1,067",52,"1,119",596,2,20,
20210914,2,C04 8B T=3,3,NA,8,B,NA,"1,035",109,"1,144",730,3,30,
20210914,2,G04 7.5B T=3,7,NA,7.5,B,NA,815,114,929,530,3,30,
20210914,2,C05 8.0B T=4,3,NA,8,B,NA,"1,094",33,"1,127","1,383",4,40,
20210914,2,G05 7.5B T=4,7,NA,7.5,B,NA,777,39,816,524,4,40,
20210914,2,C06 8.0B T=5,3,NA,8,B,NA,941,34,975,632,5,50,
20210914,2,G06 7.5B T=5,7,NA,7.5,B,NA,511,25,536,363,5,50,
20210914,2,C07 8B T=7,3,NA,8,B,NA,991,44,"1,035",603,6,70,
20210914,2,G07 7B T=7,7,NA,7.5,B,NA,243,17,260,212,6,70,
20210914,2,C08 8B,3,NA,8,B,NA,851,38,889,542,7,90,
20210914,2,G08 7B,7,NA,7.5,B,NA,180,12,192,184,7,90,
20210914,4,A01 8B T=0,1,NA,8,B,NA,"1,281",158,"1,439","2,371",0,0,
20210914,4,A06 7.5 T=0,5,NA,7.5,B,NA,"1,227",99,"1,326","1,257",0,0,
20210914,4,B01 8.0B T=1,1,NA,8,B,NA,920,156,"1,076",848,1,15,
20210914,4,B06 7.5B T=1,5,NA,7.5,B,NA,"1,295",127,"1,422","1,116",1,15,
20210914,4,C01 8B T=2,1,NA,8,B,NA,"1,163",127,"1,290",943,2,30,
20210914,4,C06 7.5B T=2,5,NA,7.5,B,NA,975,142,"1,117",947,2,30,
20210914,4,D01 8B T=3,1,NA,8,B,NA,"1,113",50,"1,163","1,109",3,45,
20210914,4,D06 7.5B T=3,5,NA,7.5,B,NA,867,111,978,858,3,45,
20210914,4,E01 8B T=4,1,NA,8,B,NA,"1,134",43,"1,177","1,173",4,60,
20210914,4,E06 7.5B T=4,5,NA,7.5,B,NA,762,33,795,"1,113",4,60,
20210914,4,F01 8B T=5,1,NA,8,B,NA,"1,124",35,"1,159",693,5,75,
20210914,4,F06 7.5B T=5,5,NA,7.5,B,NA,"1,706",74,"1,780","2,092",5,75,
20210914,4,G01 8.0B T=6,1,NA,8,B,NA,"1,118",27,"1,145",696,6,90,
20210914,4,G06 7.5B T=6,5,NA,7.5,B,NA,627,32,659,653,6,90,
20210930,1,A07 Plate 1 Sample 7,7,1,8,B,unfed,NA,NA,"1,423",871,0,0,
20210930,1,A11 Plate 1 Sample 11 ,11,1,8,B,unfed,NA,NA,"1,426",886,0,0,
20210930,1,B03 Plate 1 Sample 15,15,1,7.5,B,unfed,NA,NA,"1,485",904,0,0,
20210930,1,B04 Plate 1 Sample 16,16,1,8,B,fed,NA,NA,"1,453",780,0,0,
20210930,1,B08 Plate 1 Sample 20,20,1,7.5,B,fed,NA,NA,"1,338",770,0,0,
20210930,1,B10 Plate 1 Sample 22,22,1,8,B,unfed,NA,NA,"1,406",869,0,0,
20210930,1,C01 Plate 2 Sample 25,25,2,7.5,B,fed,NA,NA,"1,519",745,0,0,
20210930,1,C04 Plate 2 Sample 28,28,2,8,B,fed,NA,NA,"1,432",890,0,0,
20210930,1,C07 Plate 2 Sample 31,31,2,7.5,B,unfed,NA,NA,"1,342",936,0,0,
20210930,1,D05 Plate 2 Sample 41,41,2,8,B,unfed,NA,NA,"1,588",875,0,0,
20210930,1,D06 Plate 2 Sample 42,42,2,8,B,fed,NA,NA,"1,150",690,0,0,
20210930,1,D10 Plate 2 Sample 46,46,2,7.5,B,fed,NA,NA,"1,558",790,0,0,
20210930,1,E07 Plate 1 Sample 7,7,1,8,B,unfed,NA,NA,"1,373",856,1,10,
20210930,1,E11 Plate 1 Sample 11,11,1,8,B,unfed,NA,NA,"1,461",867,1,10,
20210930,1,F03 Plate 1 Sample 15,15,1,7.5,B,unfed,NA,NA,"1,351",756,1,10,
20210930,1,F04 Plate 1 Sample 16,16,1,8,B,fed,NA,NA,"1,271",835,1,10,
20210930,1,F08 Plate 1 Sample 20,20,1,7.5,B,fed,NA,NA,"1,311",849,1,10,
20210930,1,F10 Plate 1 Sample 22,22,1,8,B,unfed,NA,NA,"1,354",801,1,10,
20210930,1,G01 Plate 2 Sample 25,25,2,7.5,B,fed,NA,NA,"1,178",761,1,10,
20210930,1,G04 Plate 2 Sample 28,28,2,8,B,fed,NA,NA,"1,475","1,819",1,10,
20210930,1,G07 Plate 2 Sample 31,31,2,7.5,B,unfed,NA,NA,"1,629","1,944",1,10,
20210930,1,H05 Plate 2 Sample 41,41,2,8,B,unfed,NA,NA,"1,219","1,030",1,10,
20210930,1,H06 Plate 2 Sample 42,42,2,8,B,fed,NA,NA,733,585,1,10,
20210930,1,H10 Plate 2 Sample 46,46,2,7.5,B,fed,NA,NA,"1,386",873,1,10,
20210930,1,A07 Plate 1 Sample 7,7,1,8,B,unfed,NA,NA,"1,428",949,2,20,
20210930,1,A11 Plate 1 Sample 11 ,11,1,8,B,unfed,NA,NA,"1,495",956,2,20,
20210930,1,B03 Plate 1 Sample 15,15,1,7.5,B,unfed,NA,NA,"1,528",861,2,20,
20210930,1,B04 Plate 1 Sample 16,16,1,8,B,fed,NA,NA,721,493,2,20,
20210930,1,B08 Plate 1 Sample 20,20,1,7.5,B,fed,NA,NA,"1,131",834,2,20,
20210930,1,B10 Plate 1 Sample 22,22,1,8,B,unfed,NA,NA,"1,337",891,2,20,
20210930,1,C01 Plate 2 Sample 25,25,2,7.5,B,fed,NA,NA,"1,543","1,156",2,20,
20210930,1,C04 Plate 2 Sample 28,28,2,8,B,fed,NA,NA,"1,421","1,826",2,20,
20210930,1,C07 Plate 2 Sample 31,31,2,7.5,B,unfed,NA,NA,"1,141","1,232",2,20,
20210930,1,D05 Plate 2 Sample 41,41,2,8,B,unfed,NA,NA,629,668,2,20,
20210930,1,D06 Plate 2 Sample 42,42,2,8,B,fed,NA,NA,397,424,2,20,
20210930,1,D10 Plate 2 Sample 46,46,2,7.5,B,fed,NA,NA,"1,458","1,065",2,20,
20210930,1,E07 Plate 1 Sample 7,7,1,8,B,unfed,NA,NA,"1,108",884,3,30,
20210930,1,E11 Plate 1 Sample 11,11,1,8,B,unfed,NA,NA,"1,295",982,3,30,
20210930,1,F03 Plate 1 Sample 15,15,1,7.5,B,unfed,NA,NA,"1,405",807,3,30,
20210930,1,F04 Plate 1 Sample 16,16,1,8,B,fed,NA,NA,596,634,3,30,
20210930,1,F08 Plate 1 Sample 20,20,1,7.5,B,fed,NA,NA,"1,305",985,3,30,
20210930,1,F10 Plate 1 Sample 22,22,1,8,B,unfed,NA,NA,"1,193",866,3,30,
20210930,1,G01 Plate 2 Sample 25,25,2,7.5,B,fed,NA,NA,"1,217",944,3,30,
20210930,1,G04 Plate 2 Sample 28,28,2,8,B,fed,NA,NA,"1,213","1,964",3,30,
20210930,1,G07 Plate 2 Sample 31,31,2,7.5,B,unfed,NA,NA,"1,072",868,3,30,
20210930,1,H05 Plate 2 Sample 41,41,2,8,B,unfed,NA,NA,"1,097","1,030",3,30,
20210930,1,H06 Plate 2 Sample 42,42,2,8,B,fed,NA,NA,237,"1,397",3,30,
20210930,1,H10 Plate 2 Sample 46,46,2,7.5,B,fed,NA,NA,"1,387",945,3,30,
20210930,1,A07 Plate 1 Sample 7,7,1,8,B,unfed,NA,NA,828,852,6,60,
20210930,1,A11 Plate 1 Sample 11 ,11,1,8,B,unfed,NA,NA,"1,052",771,6,60,
20210930,1,B03 Plate 1 Sample 15,15,1,7.5,B,unfed,NA,NA,"1,425",897,6,60,
20210930,1,B04 Plate 1 Sample 16,16,1,8,B,fed,NA,NA,187,"1,182",6,60,
20210930,1,B08 Plate 1 Sample 20,20,1,7.5,B,fed,NA,NA,"1,120",843,6,60,
20210930,1,B10 Plate 1 Sample 22,22,1,8,B,unfed,NA,NA,"1,208",829,6,60,
20210930,1,C01 Plate 2 Sample 25,25,2,7.5,B,fed,NA,NA,"1,185","1,269",6,60,
20210930,1,C04 Plate 2 Sample 28,28,2,8,B,fed,NA,NA,"1,340","1,276",6,60,
20210930,1,C07 Plate 2 Sample 31,31,2,7.5,B,unfed,NA,NA,"1,005","1,467",6,60,
