Date,Run,raw_ID,Sample_ID,Plate,pH,Replicate,Fed_Unfed,tet/ply,chaet,total_algae,seston,Time_point,minutes,Notes
20210930,1,D05 Plate 2 Sample 41,41,2,8,B,unfed,NA,NA,562,"1,939",6,60,
20210930,1,D06 Plate 2 Sample 42,42,2,8,B,fed,NA,NA,279,"2,243",6,60,
20210930,1,D10 Plate 2 Sample 46,46,2,7.5,B,fed,NA,NA,"1,180",829,6,60,
20210930,2,A06 Plate 1 Sample 6,6,1,8,B,unfed,NA,NA,"1,465",890,0,0,
20210930,2,A09 Plate 1 Sample 9,9,1,7.5,B,fed,NA,NA,"1,668","1,135",0,0,
20210930,2,A12 Plate 1 Sample 12,12,1,8,B,unfed,NA,NA,"1,550","1,329",0,0,
20210930,2,B03 Plate 1 Sample 15,15,1,7.5,B,unfed,NA,NA,"1,140",715,0,0,
20210930,2,C02 Plate 2 Sample 20,20,2,7.5,B,unfed,NA,NA,"1,416","1,038",0,0,
20210930,2,C08 Plate 2 Sample 26,26,2,8,B,fed,NA,NA,"1,873","1,422",0,0,
20210930,2,D03 Plate 2 Sample 33,33,2,7.5,B,fed,NA,NA,"1,548","1,066",0,0,
20210930,2,D04 Plate 2 Sample 34,34,2,8,B,fed,NA,NA,"1,466","1,077",0,0,
20210930,2,D06 Plate 1 Sample 6,6,1,8,B,unfed,NA,NA,"1,730","2,430",2,20,
20210930,2,D09 Plate 1 Sample 9,9,1,7.5,B,fed,NA,NA,"1,153",923,2,20,
20210930,2,D12 Plate 1 Sample 12,12,1,8,B,unfed,NA,NA,"1,182","1,155",2,20,
20210930,2,E03 Plate 1 Sample 15,15,1,7.5,B,unfed,NA,NA,"1,392","1,424",2,20,
20210930,2,G12 P1 R2 T2 15,15,1,7.5,B,unfed,NA,NA,"1,314",953,2,20,
20210930,2,E08 Plate 2 Sample 20,20,2,7.5,B,unfed,NA,NA,"1,439","1,009",2,20,
20210930,2,F02 Plate 2 Sample 26,26,2,8,B,fed,NA,NA,"1,024","1,228",2,20,
20210930,2,F09 Plate 2 Sample 33,33,2,7.5,B,fed,NA,NA,"1,224",860,2,20,
20210930,2,F10 Plate 2 Sample 34,34,2,8,B,fed,NA,NA,913,664,2,20,
20210930,2,H04 P1 R2 T3 6 ,6,1,8,B,unfed,NA,NA,"1,181",896,3,30,
20210930,2,H07 P2 R2 T3 20,20,2,7.5,B,unfed,NA,NA,"1,504","2,065",3,30,
20210930,2,A06 Plate 1 Sample 6,6,1,8,B,unfed,NA,NA,"1,236","1,083",4,40,
20210930,2,A09 Plate 1 Sample 9,9,1,7.5,B,fed,NA,NA,867,792,4,40,
20210930,2,A12 Plate 1 Sample 12,12,1,8,B,unfed,NA,NA,"1,141","1,160",4,40,
20210930,2,B03 Plate 1 Sample 15,15,1,7.5,B,unfed,NA,NA,"1,364",887,4,40,
20210930,2,C02 Plate 2 Sample 24,20,2,7.5,B,unfed,NA,NA,"1,301",890,4,40,
20210930,2,C08 Plate 2 Sample 26,26,2,8,B,fed,NA,NA,644,739,4,40,
20210930,2,D03 Plate 2 Sample 33,33,2,7.5,B,fed,NA,NA,905,642,4,40,
20210930,2,D04 Plate 2 Sample 34,34,2,8,B,fed,NA,NA,662,544,4,40,
20210930,2,G06 P1 R2 T5 9,9,1,7.5,B,fed,NA,NA,333,"1,047",5,50,
20210930,2,G04 P2 R2 T5 20,20,2,7.5,B,unfed,NA,NA,"1,487",989,5,50,
20210930,2,A06 Plate 1 Sample 6,6,1,8,B,unfed,NA,NA,"1,042","1,093",6,60,extra
20210930,2,A09 Plate 1 Sample 9,9,1,7.5,B,fed,NA,NA,"1,432","3,512",6,60,
20210930,2,A12 Plate 1 Sample 12,12,1,8,B,unfed,NA,NA,"1,239","3,080",6,60,
20210930,2,B03 Plate 1 Sample 15,15,1,7.5,B,unfed,NA,NA,"1,256","1,762",6,60,extra
20210930,2,B08 Plate 2 Sample 20,20,2,7.5,B,unfed,NA,NA,"1,433","2,252",6,60,extra
20210930,2,C02 Plate 2 Sample 26,26,2,8,B,fed,NA,NA,412,"1,063",6,60,
20210930,2,C09 Plate 2 Sample 33,33,2,7.5,B,fed,NA,NA,669,"1,839",6,60,
20210930,2,C10 Plate 2 Sample 34,34,2,8,B,fed,NA,NA,636,"1,756",6,60,
20211026,1,A02 R1 S2 8.0B T0,2,NA,8,B,fed,917,593,1510,"2,322",0,0,
20211026,1,A05 R1 S6 7.5B T0,6,NA,7.5,B,fed,901,637,1538,"2,844",0,0,
20211026,1,B02 R1 S2 8.0B T15,2,NA,8,B,fed,653,469,1122,"2,047",1,15,
20211026,1,B05 R1 7.5B T15,6,NA,7.5,B,fed,749,563,1312,"2,651",1,15,
20211026,1,C02 R1 8.0B T30,2,NA,8,B,fed,49,41,90,611,2,30,MISSING C1?
20211026,1,C05 R1 7.5B T30,6,NA,7.5,B,fed,732,509,1241,"3,899",2,30,
20211026,1,D02 R1 8.0B T45,2,NA,8,B,fed,228,172,400,"1,391",3,45,
20211026,1,D05 R1 7.5B T45,6,NA,7.5,B,fed,609,407,1016,"2,141",3,45,
20211026,1,E02 R1 8.0B T60,2,NA,8,B,fed,325,240,565,"1,191",4,60,
20211026,1,E05 R1 7.5B T60,6,NA,7.5,B,fed,537,358,895,"2,038",4,60,
20211026,2,A09 R2 8.0B T0,3,NA,8,B,fed,447,"2,113",2560,"7,349",0,0,
20211026,2,A12 R2 7.5B T0,7,NA,7.5,B,fed,439,"2,059",2498,"7,683",0,0,
20211026,2,B09 R2 8.0B T15,3,NA,8,B,fed,27,167,194,607,1,15,
20211026,2,B12 R2 7.5B T15,7,NA,7.5,B,fed,141,"1,204",1345,"3,367",1,15,
20211026,2,C09 R2 8.0B T30,3,NA,8,B,fed,0,10,10,182,2,30,
20211026,2,C12 R2 7.5B T30,7,NA,7.5,B,fed,3,64,67,317,2,30,
20211026,2,D09 R2 8.0B T45,3,NA,8,B,fed,13,26,39,"2,973",3,45,
20211026,2,D12 R2 7.5B T45,7,NA,7.5,B,fed,2,7,9,188,3,45,
20211026,2,E09 R2 8.0B T60,3,NA,8,B,fed,0,2,2,110,4,60,
20211026,2,E12 R2 7.5B T60,7,NA,7.5,B,fed,1,3,4,199,4,60,
20211026,3,A06 R3 S6 T0,6,NA,7.5,B,fed,275,"1,263","1,538","4,801",0,0,
20211026,3,B06 R3 S6 T15,6,NA,7.5,B,fed,15,108,123,629,1,15,
20211026,3,C06 R3 S6 T30,6,NA,7.5,B,fed,0,10,10,187,2,30,
20211026,3,D06 R3 S6 T45,6,NA,7.5,B,fed,1,16,17,145,3,45,
20211026,3,E06 R3 S6 T60,6,NA,7.5,B,fed,0,12,12,233,4,60,
20211026,1_B,A04 S4 T0,4,NA,8,B,unfed,223,"1,166","1,389","3,773",0,0,
20211026,1_B,A05 S5 T0,5,NA,7.5,B,unfed,233,"1,178","1,411","3,674",0,0,
20211026,1_B,A11 S11 T0,11,NA,7.5,B,unfed,215,975,"1,190","2,237",0,0,
20211026,1_B,A12 S12 T0,12,NA,8,B,unfed,259,"1,064","1,323","2,453",0,0,
20211026,1_B,B08 S20 T0,20,NA,7.5,B,unfed,228,"1,103","1,331","3,628",0,0,
20211026,1_B,C04 S4  T15,4,NA,8,B,unfed,105,"1,163","1,268","3,502",1,15,
20211026,1_B,C05 S5  T15,5,NA,7.5,B,unfed,98,"1,041","1,139","3,255",1,15,
20211026,1_B,C11 S11  T15,11,NA,7.5,B,unfed,113,909,"1,022","3,208",1,15,
20211026,1_B,C12 S12 T15,12,NA,8,B,unfed,99,"1,045","1,144","3,374",1,15,
20211026,1_B,D08 S20 T15,20,NA,7.5,B,unfed,96,914,"1,010","2,628",1,15,
20211026,1_B,E04 S4  T30,4,NA,8,B,unfed,92,"1,003","1,095","2,994",2,30,
20211026,1_B,E05 S5  T30,5,NA,7.5,B,unfed,101,991,"1,092","2,632",2,30,
20211026,1_B,E11 S11  T30,11,NA,7.5,B,unfed,77,950,"1,027","2,632",2,30,
20211026,1_B,E12 S12  T30,12,NA,8,B,unfed,76,990,"1,066","2,692",2,30,
20211026,1_B,F08 S20 T30,20,NA,7.5,B,unfed,74,882,956,"2,685",2,30,
20211026,1_B,G04 S4 T45,4,NA,8,B,unfed,49,969,"1,018","3,443",3,45,
20211026,1_B,G05 S5 T45,5,NA,7.5,B,unfed,58,865,923,"2,854",3,45,
20211026,1_B,G11 S11 T45,11,NA,7.5,B,unfed,42,781,823,"1,910",3,45,
20211026,1_B,G12 S12 T45,12,NA,8,B,unfed,67,935,"1,002","2,725",3,45,
20211026,1_B,H08 S20 T45,20,NA,7.5,B,unfed,50,605,655,"1,637",3,45,
20211026,1_B,A04 S4 T60,4,NA,8,B,unfed,73,953,"1,026","3,090",4,60,
20211026,1_B,A05 S5 T60,5,NA,7.5,B,unfed,60,610,670,"2,230",4,60,
20211026,1_B,A11 S11 T60,11,NA,7.5,B,unfed,51,823,874,"2,312",4,60,
20211026,1_B,A12 S12 T60,12,NA,8,B,unfed,63,921,984,"2,746",4,60,
20211026,1_B,B08 S20 T60,20,NA,7.5,B,unfed,47,896,943,"2,752",4,60,
20210914,1,D01 blank t=0,4,NA,8,blank,blank,"1,275",74,"1,349",767,0,0,
20210914,1,H01 blank t=0,8,NA,7.5,blank,blank,"1,245",74,"1,319",667,0,0,
20210914,1,D02 blank t=1,4,NA,8,blank,blank,"1,273",61,"1,334",698,1,10,
20210914,1,H02 blank t=1,8,NA,7.5,blank,blank,"1,306",74,"1,380",738,1,10,
20210914,1,D03 BLANK,4,NA,8,blank,blank,"1,329",201,"1,530",755,2,27,
20210914,1,H03 BLANK,8,NA,7.5,blank,blank,"1,226",198,"1,424",795,2,27,
20210914,1,D04 BLANK,4,NA,8,blank,blank,"1,215",79,"1,294",759,3,47,
20210914,1,H04 BLANK T=30,8,NA,7.5,blank,blank,"1,248",73,"1,321",748,3,47,
20210914,1,D05 BLANK,4,NA,8,blank,blank,"1,228",60,"1,288",713,4,57,
20210914,1,H05 BLANK T =4,8,NA,7.5,blank,blank,"1,204",48,"1,252",693,4,57,
20210914,1,D06 BLANK T=5,4,NA,8,blank,blank,"1,256",45,"1,301",695,5,70,
20210914,1,H06 BLANK T=5,8,NA,7.5,blank,blank,"1,302",46,"1,348",701,5,70,
20210914,1,D07 BLANK T=7,4,NA,8,blank,blank,"1,266",63,"1,329",660,6,90,
20210914,1,H07 BLANK T=7,8,NA,7.5,blank,blank,"1,235",43,"1,278",703,6,90,
20210914,2,D01 blank t=0,4,NA,8,blank,blank,"1,209",99,"1,308",642,0,0,
20210914,2,H01 blank t=0,8,NA,7.5,blank,blank,"1,263",83,"1,346","1,077",0,0,
20210914,2,D02 blank t=1,4,NA,8,blank,blank,"1,218",71,"1,289",634,1,10,
20210914,2,H02 blank t=1,8,NA,7.5,blank,blank,"1,232",106,"1,338",801,1,10,
20210914,2,D03 BLANK,4,NA,8,blank,blank,"1,275",65,"1,340",653,2,20,
20210914,2,H03 BLANK,8,NA,7.5,blank,blank,"1,186",57,"1,243",675,2,20,
20210914,2,D04 BLANK,4,NA,8,blank,blank,"1,219",223,"1,442",828,3,30,
20210914,2,H04 BLANK T=30,8,NA,7.5,blank,blank,"1,189",77,"1,266",619,3,30,
20210914,2,D05 BLANK,4,NA,8,blank,blank,"1,180",47,"1,227",632,4,40,
20210914,2,H05 BLANK T =4,8,NA,7.5,blank,blank,"1,211",52,"1,263",677,4,40,
20210914,2,D06 BLANK T=5,4,NA,8,blank,blank,"1,208",50,"1,258",683,5,50,
20210914,2,H06 BLANK T=5,8,NA,7.5,blank,blank,"1,178",46,"1,224",638,5,50,
20210914,2,D07 BLANK T=7,4,NA,8,blank,blank,"1,230",70,"1,300",678,6,70,
20210914,2,H07 BLANK T=7,8,NA,7.5,blank,blank,"1,167",50,"1,217",651,6,70,
20210914,2,D08 BLANK,4,NA,8,blank,blank,"1,136",139,"1,275",594,7,90,
20210914,2,H08 BLANK,8,NA,7.5,blank,blank,"1,128",37,"1,165",720,7,90,
20210914,3,A04 BLANK T=0,4,NA,8,blank,blank,"1,288",109,"1,397",639,0,0,
20210914,3,A09 BLANK T=0,8,NA,7.5,blank,blank,"1,212",68,"1,280",845,0,0,
20210914,3,B04 BLANK T=1,4,NA,8,blank,blank,"1,218",66,"1,284",595,1,15,
20210914,3,B09 BLANK T=1,8,NA,7.5,blank,blank,"1,210",47,"1,257",725,1,15,
20210914,3,C04 BLANK,4,NA,8,blank,blank,"1,198",47,"1,245",619,2,30,
20210914,3,C09 BLANK T=3,8,NA,7.5,blank,blank,"1,155",73,"1,228",767,2,30,
20210914,3,D04 BLANK T=4,4,NA,8,blank,blank,"1,170",63,"1,233",635,3,45,
20210914,3,D09 BLANK T=4,8,NA,7.5,blank,blank,"1,250",57,"1,307",861,3,45,
20210914,3,E04 BLANK T=4,4,NA,8,blank,blank,"1,377",87,"1,464",830,4,60,
20210914,3,E09 BLANK,8,NA,7.5,blank,blank,"1,382",61,"1,443",973,4,60,
20210914,3,F04 BLANK T=5,4,NA,8,blank,blank,"1,220",237,"1,457",574,5,75,
20210914,3,F09 BLANK T=5,8,NA,7.5,blank,blank,"1,213",120,"1,333",880,5,75,
20210914,3,G04 BLANK,4,NA,8,blank,blank,"1,172",67,"1,239",706,6,90,
20210914,3,G09 BLANK,8,NA,7.5,blank,blank,"1,422",150,"1,572",924,6,90,
20210914,4,A04 BLANK T=0,4,NA,8,blank,blank,"1,327",73,"1,400",724,0,0,
20210914,4,A09 BLANK,8,NA,7.5,blank,blank,"1,287",84,"1,371",650,0,0,
20210914,4,B04 BLANK T=1,4,NA,8,blank,blank,"1,269",173,"1,442",659,1,15,
20210914,4,B09 BLANK T=1,8,NA,7.5,blank,blank,"1,246",122,"1,368",645,1,15,
20210914,4,C04 BLANK T=2,4,NA,8,blank,blank,"1,262",145,"1,407",688,2,30,
20210914,4,C09 BLANK T=2,8,NA,7.5,blank,blank,"1,149",86,"1,235",632,2,30,
20210914,4,D04 BLANK T=3,4,NA,8,blank,blank,"1,243",116,"1,359",662,3,45,
20210914,4,D09 BLANK T=3,8,NA,7.5,blank,blank,"1,280",113,"1,393",709,3,45,
20210914,4,E04 BLANK T=4,4,NA,8,blank,blank,"1,156",40,"1,196",708,4,60,
20210914,4,E09 BLANK T=4,8,NA,7.5,blank,blank,"1,198",47,"1,245",644,4,60,
20210914,4,F04 BLANK T=5,4,NA,8,blank,blank,"1,213",37,"1,250",691,5,75,
20210914,4,F09 BLANK T=5,8,NA,7.5,blank,blank,"1,229",45,"1,274",606,5,75,
20210914,4,G04 BLANK T=6,4,NA,8,blank,blank,"1,199",48,"1,247",736,6,90,
20211026,1,F01 R1 S4 8 Blank,4,NA,8,blank,blank,962,575,1537,"2,480",0,0,
20211026,1,F02 R1 S4 T15,4,NA,8,blank,blank,763,557,1320,"2,899",1,15,
20211026,1,G01 R3 balnk 7.5 t=1,8,NA,7.5,blank,blank,765,517,1282,"4,857",1,15,
20211026,1,F03 blank 8.0 t=2,4,NA,8,blank,blank,674,470,1144,"3,275",2,30,
20211026,1,F05 7.5blank t=2,8,NA,7.5,blank,blank,756,475,1231,"3,152",2,30,
20211026,1,G02 8.0 blank t=4,4,NA,8,blank,blank,569,382,951,"2,503",3,45,
20211026,1,F04 R1 S8 7.5 Blank,8,NA,7.5,blank,blank,"1,057",730,1787,"3,980",3,45,
20211026,1,F06 blank 7.5 blank,8,NA,7.5,blank,blank,598,441,1039,"1,934",3,45,
20211026,1,G03 blank t=8 t=5,4,NA,8,blank,blank,586,445,1031,"2,728",4,60,
20211026,2,F08 R2 8.0 blank T0,4,NA,8,blank,blank,436,"2,105",2541,"7,675",0,0,
20211026,2,F10 R2 7.5 Blank T0,8,NA,7.5,blank,blank,423,"2,033",2456,"6,083",0,0,
20211026,2,F09 R2 8.0 Blank T15,4,NA,8,blank,blank,184,"1,763",1947,"4,464",1,15,
20211026,2,F11 R2 7.5 Blank T15,8,NA,7.5,blank,blank,163,"1,672",1835,"4,684",1,15,
20211026,2,G08 R2 8.0 Blank T30,4,NA,8,blank,blank,110,"1,512",1622,"3,381",2,30,
20211026,2,G10 R3 7.5 Blank T30,4,NA,7.5,blank,blank,124,"1,556",1680,"3,531",2,30,
20211026,2,F12 R2 7.5 Blank T45,8,NA,7.5,blank,blank,142,"1,590",1732,"4,904",3,45,
20211026,2,G09 R2 8.0 Blank T45,8,NA,8,blank,blank,119,"1,502",1621,"3,955",3,45,
20211026,2,G11 R2 7.5 Blank T60,4,NA,7.5,blank,blank,96,"1,285",1381,"2,089",4,60,
20211026,2,F07 7.5 blank t=4,8,NA,7.5,blank,blank,620,429,1049,"2,289",4,60,
20211026,2,H08 R2 8.0 Blank T60,8,NA,8,blank,blank,87,"1,399","1,486","3,021",4,60,
20211026,3,A03 R3 S3 T0,3,NA,8,blank,blank,230,"1,283","1,513","5,064",0,0,
20211026,3,A08 R3 S8 T0,8,NA,7.5,blank,blank,252,"1,001","1,253","3,775",0,0,
20211026,3,B03 R3 S3 T15,3,NA,8,blank,blank,98,"1,123","1,221","4,866",1,15,
20211026,3,B08 R3 S8 T15,8,NA,7.5,blank,blank,91,798,889,"2,195",1,15,
20211026,3,C03 R3 S3 T30,3,NA,8,blank,blank,67,983,"1,050","3,188",2,30,
20211026,3,C08 R3 S8 T30,8,NA,7.5,blank,blank,45,796,841,"1,483",2,30,
20211026,3,D03 R3 S3 T45,3,NA,8,blank,blank,51,945,996,"2,304",3,45,
20211026,3,D08 R3 S8 T45,8,NA,7.5,blank,blank,46,732,778,"1,752",3,45,
20211026,3,E03 R3 S3 T60,3,NA,8,blank,blank,39,911,950,"2,174",4,60,
20211026,3,E08 R3 S8 T60,8,NA,7.5,blank,blank,64,781,845,"1,612",4,60,
20211026,1_B,A02 S2 T0,2,NA,8,blank,blank,195,"1,127","1,322","3,238",0,0,
20211026,1_B,A07 S7 T0,7,NA,7.5,blank,blank,209,"1,123","1,332","3,361",0,0,
20211026,1_B,A10 S10 T0,10,NA,7.5,blank,blank,180,956,"1,136","2,556",0,0,
20211026,1_B,B04 S16 T0,16,NA,8,blank,blank,199,"1,026","1,225","2,967",0,0,
20211026,1_B,C02 S2  T15,2,NA,8,blank,blank,97,964,"1,061","2,241",1,15,
20211026,1_B,C07 S7  T15,7,NA,7.5,blank,blank,80,998,"1,078","3,046",1,15,
20211026,1_B,C10 S10  T15,10,NA,7.5,blank,blank,69,876,945,"2,751",1,15,
20211026,1_B,D04 S16 T15,16,NA,8,blank,blank,84,937,"1,021","2,540",1,15,
20211026,1_B,E02 S2  T30,2,NA,8,blank,blank,86,955,"1,041","3,191",2,30,
20211026,1_B,E07 S7  T30,7,NA,7.5,blank,blank,94,"1,003","1,097","3,021",2,30,
20211026,1_B,E10 S11  T30,10,NA,7.5,blank,blank,81,"1,011","1,092","2,594",2,30,
20211026,1_B,F04 S16 T30,16,NA,8,blank,blank,97,927,"1,024","2,299",2,30,
20211026,1_B,G02 S2 T45,2,NA,8,blank,blank,32,847,879,"2,024",3,45,
20211026,1_B,G07 S7 T45,7,NA,7.5,blank,blank,59,915,974,"2,688",3,45,
20211026,1_B,G10 S10 T45,10,NA,7.5,blank,blank,59,869,928,"2,543",3,45,
20211026,1_B,H04 S16 T45,16,NA,8,blank,blank,62,885,947,"2,679",3,45,
20211026,1_B,A02 S2 T60,2,NA,8,blank,blank,71,"1,040","1,111","3,294",4,60,
20211026,1_B,A07 S7 T60,7,NA,7.5,blank,blank,63,897,960,"2,984",4,60,
20211026,1_B,A10 S10 T60,10,NA,7.5,blank,blank,36,752,788,"2,481",4,60,
20211026,1_B,B04 S16 T60,16,NA,8,blank,blank,40,855,895,"2,102",4,60,
20210914,1,C01 Run 1 8C t=0,3,NA,8,C,NA,"1,275",73,"1,348",764,0,0,
20210914,1,G01 run 1 t=0 7.5C,7,NA,7.5,C,NA,"1,296",61,"1,357",780,0,0,
20210914,1,C02 8A t=1,3,NA,8,C,NA,"1,229",56,"1,285",788,1,10,
20210914,1,G02 7.5C t=1,7,NA,7.5,C,NA,"1,160",45,"1,205",690,1,10,
20210914,1,C03 8C t=2,3,NA,8,C,NA,"1,296",60,"1,356",759,2,27,
20210914,1,G03 7.5C t=2,7,NA,7.5,C,NA,982,171,"1,153",608,2,27,
20210914,1,C04 8C T=3,3,NA,8,C,NA,"1,024",46,"1,070",668,3,47,
20210914,1,G04 7.5c T=3,7,NA,7.5,C,NA,858,32,890,589,3,47,
20210914,1,C05 8.0c T=4,3,NA,8,C,NA,927,31,958,595,4,57,
20210914,1,G05 7.5c T=4,7,NA,7.5,C,NA,676,40,716,547,4,57,
20210914,1,C06 8.0c=5,3,NA,8,C,NA,882,44,926,534,5,70,
20210914,1,G06 7.5c T=5,7,NA,7.5,C,NA,855,30,885,522,5,70,
20210914,1,C07 8c T=7,3,NA,8,C,NA,"1,011",101,"1,112",628,6,90,
20210914,1,G07 7C T=7,7,NA,7.5,C,NA,475,16,491,467,6,90,
20210914,3,A01 Run 3 8.0C time 0,1,NA,8,C,NA,"1,204",72,"1,276",698,0,0,
20210914,3,A06 7C T=0,5,NA,7.5,C,NA,"1,237",56,"1,293",669,0,0,
20210914,3,B01 8.0c T=1,1,NA,8,C,NA,"1,106",69,"1,175",668,1,15,
20210914,3,B06 7.5 C T=1,5,NA,7.5,C,NA,"1,026",59,"1,085",673,1,15,
20210914,3,C01 8c T=3,1,NA,8,C,NA,937,44,981,552,2,30,
20210914,3,C06 7.5 c T=3,5,NA,7.5,C,NA,926,40,966,589,2,30,
20210914,3,D01 8 c T=4,1,NA,8,C,NA,946,62,"1,008",552,3,45,
20210914,3,D06 7.5C T=4,5,NA,7.5,C,NA,"1,031",68,"1,099",701,3,45,
20210914,3,E01 8C T=5,1,NA,8,C,NA,934,71,"1,005",582,4,60,
20210914,3,E06 7.5C T=4,5,NA,7.5,C,NA,"1,043",115,"1,158",724,4,60,
20210914,3,F01 8.0C T=5,1,NA,8,C,NA,849,96,945,577,5,75,
20210914,3,F06 7.5C T=5,5,NA,7.5,C,NA,496,136,632,325,5,75,
20210914,3,G01 8C T=6,1,NA,8,C,NA,795,36,831,527,6,90,
20210914,3,G06 7.5C T=6,5,NA,7.5,C,NA,712,130,842,605,6,90,
20210914,4,A02 8C T=0,2,NA,8,C,NA,"1,278",75,"1,353",791,0,0,
20210914,4,A07 7.5C T=0,6,NA,7.5,C,NA,"1,205",109,"1,314",694,0,0,
20210914,4,B02 8C t=1,2,NA,8,C,NA,"1,236",82,"1,318",652,1,15,
20210914,4,B07 7.5C T=1,6,NA,7.5,C,NA,"1,253",150,"1,403","1,043",1,15,
20210914,4,C02 8C t=2,2,NA,8,C,NA,"1,257",200,"1,457",922,2,30,
20210914,4,C07 7.5C T=2,6,NA,7.5,C,NA,"1,130",174,"1,304",816,2,30,
20210914,4,D02 8C T=3,2,NA,8,C,NA,"1,176",108,"1,284",749,3,45,
20210914,4,D07 7.5C T=3,6,NA,7.5,C,NA,"1,026",87,"1,113",659,3,45,
20210914,4,E02 8C T=4,2,NA,8,C,NA,"1,237",59,"1,296",702,4,60,
20210914,4,E07 7.5C T=4,6,NA,7.5,C,NA,"1,044",51,"1,095",678,4,60,
20210914,4,F02 8C T=5,2,NA,8,C,NA,"1,218",50,"1,268",683,5,75,
20210914,4,F07 7.5C T=5,6,NA,7.5,C,NA,"1,013",35,"1,048",509,5,75,
20210914,4,G02 8C T=6,2,NA,8,C,NA,"1,142",37,"1,179",777,6,90,
20210914,4,G07 7C T=6,6,NA,7.5,C,NA,911,20,931,480,6,90,
20210930,1,A02 Plate 1 Sample 2,2,1,8,C,fed,NA,NA,"1,483","1,357",0,0,
20210930,1,A12 Plate 1 Sample 12,12,1,8,C,unfed,NA,NA,"1,354",807,0,0,
20210930,1,B05 Plate 1 Sample 17,17,1,7.5,C,fed,NA,NA,"1,369",824,0,0,
20210930,1,B09 Plate 1 Sample 21,21,1,7.5,C,unfed,NA,NA,"1,358",804,0,0,
20210930,1,C10 Plate 2 Sample 34,34,2,7.5,C,unfed,NA,NA,"1,476",836,0,0,
20210930,1,C12 Plate 2 Sample 36,36,2,8,C,fed,NA,NA,"1,391",824,0,0,
20210930,1,D01 Plate 2 Sample 37,37,2,7.5,C,fed,NA,NA,"1,526",920,0,0,
20210930,1,D02 Plate 2 Sample 38,38,2,8,C,unfed,NA,NA,"1,634","1,064",0,0,
20210930,1,D03 Plate 2 Sample 39,39,2,7.5,C,fed,NA,NA,"1,406",981,0,0,
20210930,1,D12 Plate 2 Sample 48,48,2,8,C,fed,NA,NA,"1,607",901,0,0,
20210930,1,E02 Plate 1 Sample 2,2,1,8,C,fed,NA,NA,"1,304",808,1,10,
20210930,1,E12 Plate 1 Sample 12,12,1,8,C,unfed,NA,NA,"1,462",952,1,10,
20210930,1,F05 Plate 1 Sample 17,17,1,7.5,C,fed,NA,NA,"1,399",793,1,10,
20210930,1,F09 Plate 1 Sample 21,21,1,7.5,C,unfed,NA,NA,"1,442",841,1,10,
20210930,1,G10 Plate 2 Sample 34,34,2,7.5,C,unfed,NA,NA,"1,429",951,1,10,
20210930,1,G12 Plate 2 Sample 36,36,2,8,C,fed,NA,NA,"1,395","1,149",1,10,
20210930,1,H01 Plate 2 Sample 37,37,2,7.5,C,fed,NA,NA,"1,326",933,1,10,
20210930,1,H02 Plate 2 Sample 38,38,2,8,C,unfed,NA,NA,"1,522","1,230",1,10,
20210930,1,H03 Plate 2 Sample 39,39,2,7.5,C,fed,NA,NA,"1,220",977,1,10,
20210930,1,H12 Plate 2 Sample 48,48,2,8,C,fed,NA,NA,"1,434","1,026",1,10,
20210930,1,A02 Plate 1 Sample 2,2,1,8,C,fed,NA,NA,"1,199",917,2,20,
20210930,1,A12 Plate 1 Sample 12,12,1,8,C,unfed,NA,NA,"1,436",948,2,20,
20210930,1,B05 Plate 1 Sample 17,17,1,7.5,C,fed,NA,NA,"1,416",940,2,20,
20210930,1,B09 Plate 1 Sample 21,21,1,7.5,C,unfed,NA,NA,"1,401",874,2,20,
20210930,1,C10 Plate 2 Sample 34,34,2,7.5,C,unfed,NA,NA,"1,337",929,2,20,
20210930,1,C12 Plate 2 Sample 36,36,2,8,C,fed,NA,NA,"1,200","1,002",2,20,
20210930,1,D01 Plate 2 Sample 37,37,2,7.5,C,fed,NA,NA,"1,373","1,466",2,20,
20210930,1,D02 Plate 2 Sample 36,38,2,8,C,unfed,NA,NA,"1,474","1,191",2,20,
20210930,1,D03 Plate 2 Sample 39,39,2,7.5,C,fed,NA,NA,"1,214","1,271",2,20,
20210930,1,D12 Plate 2 Sample 48,48,2,8,C,fed,NA,NA,"1,403","1,139",2,20,
20210930,1,E02 Plate 1 Sample 2,2,1,8,C,fed,NA,NA,840,935,3,30,
20210930,1,E12 Plate 1 Sample 12,12,1,8,C,unfed,NA,NA,"1,318",881,3,30,
20210930,1,F05 Plate 1 Sample 17,17,1,7.5,C,fed,NA,NA,"1,433",798,3,30,
20210930,1,F09 Plate 1 Sample 21,21,1,7.5,C,unfed,NA,NA,"1,241",900,3,30,
20210930,1,G10 Plate 2 Sample 34,34,2,7.5,C,unfed,NA,NA,"1,566","1,433",3,30,
20210930,1,G12 Plate 2 Sample 36,36,2,8,C,fed,NA,NA,"1,248","1,252",3,30,
20210930,1,H01 Plate 2 Sample 37,37,2,7.5,C,fed,NA,NA,"1,266",899,3,30,
20210930,1,H02 Plate 2 Sample 38,38,2,8,C,unfed,NA,NA,"1,451","1,134",3,30,
20210930,1,H03 Plate 2 Sample 39,39,2,7.5,C,fed,NA,NA,773,685,3,30,
20210930,1,H12 Plate 2 Sample 48,48,2,8,C,fed,NA,NA,"1,483","1,333",3,30,
