,Date,ID,pH,Replicate,Fed_Unfed,Run,Plate,Number,Length_um,Total_mL.hr,Total_mL.hr.mmlength,Total_mL.hr.bfactor,Chaet_mL.hr,Chaet_mL.hr.mmlength,Chaet_mL.hr.bfactor,Ply_mL.hr,Ply_mL.hr.mmlength,Ply_mL.hr.bfactor,Seston_mL.hr,Seston_mL.hr.mmlength,Seston_mL.hr.bfactor,pCO2,random_fact
99,20211026,7.5_fed_Run_2_Rep_A_Num_2,7.5,A,fed,2,NA,2,13490,640.6870839,47.49348287,205.9740832,643.0464311,47.66837888,206.7325883,749.7894374,55.58112953,241.0493295,122.2525709,9.062458923,39.30290128,800 ?atm,Rep_7.5_fed
100,20211026,7.5_fed_Run_1_Rep_B_Num_1,7.5,B,fed,1,NA,1,7030,4.279489777,0.608746768,4.38934174,4.538221304,0.645550683,4.654714751,12.4122618,1.765613343,12.73087719,-1.239885631,-0.176370644,-1.271712759,800 ?atm,Rep_7.5_fed
101,20211026,7.5_fed_Run_2_Rep_B_Num_2,7.5,B,fed,2,NA,2,10100,172.5731307,17.08644859,92.8686244,175.1091233,17.33753696,94.23334523,745.787302,73.84032693,401.3384966,110.0767633,10.89868943,59.23678583,800 ?atm,Rep_7.5_fed
102,20211026,7.5_fed_Run_3_Rep_B_Num_3,7.5,B,fed,3,NA,3,9510,243.7005583,25.62571591,145.9765462,236.8271164,24.9029565,141.859357,888.4989376,93.42785884,532.210542,105.9269244,11.13847785,63.45018938,800 ?atm,Rep_7.5_fed
103,20211026,7.5_fed_Run_1_Rep_C_Num_1,7.5,C,fed,1,NA,1,7400,92.77656392,12.5373735,86.85477567,92.91230881,12.55571741,86.98185617,96.23593322,13.00485584,90.09333864,146.1518076,19.75024427,136.823158,800 ?atm,Rep_7.5_fed
104,20211026,7.5_fed_Run_3_Rep_C_Num_2,7.5,C,fed,3,NA,2,9550,133.5612656,13.98547284,79.40766114,155.1484869,16.24591486,92.24215132,157.5591658,16.49834197,93.67539899,110.1890238,11.53811768,65.5119029,800 ?atm,Rep_7.5_fed
105,20211026,7.5_fed_Run_3_Rep_C_Num_3,7.5,C,fed,3,NA,3,9710,288.297529,29.69078568,166.4096744,281.5611787,28.9970318,162.5213516,886.646874,91.31275736,511.7859253,200.4474814,20.64340694,115.7013043,800 ?atm,Rep_7.5_fed
106,20211026,7.5_fed_Run_2_Rep_D_Num_1,7.5,D,fed,2,NA,1,7420,154.6371339,20.84058408,144.0730401,156.9335431,21.1500732,146.2125693,502.9006977,67.77637435,468.544848,80.73544883,10.88078825,75.21997638,800 ?atm,Rep_7.5_fed
107,20211026,7.5_fed_Run_3_Rep_D_Num_2,7.5,D,fed,3,NA,2,8890,104.6084607,11.76698096,70.64957559,109.7526786,12.34563314,74.12383384,124.7998167,14.0382246,84.28624247,103.8411801,11.68067268,70.13137611,800 ?atm,Rep_7.5_fed
108,20211026,7.5_unfed_Run_1B_Rep_A_Num_1,7.5,A,unfed,1,NA,1,3851.85,10.96148361,2.845771152,32.80694171,11.03662794,2.865279785,33.03184334,9.879978451,2.564995639,29.57007359,2.97702582,0.772882075,8.91002678,800 ?atm,Rep_7.5_unfed
109,20211026,7.5_unfed_Run_1B_Rep_A_Num_2,7.5,A,unfed,1,NA,2,3218.16,6.811015595,2.116431624,28.07101841,6.064535459,1.884472947,24.99446435,23.92820231,7.43536751,98.61803985,-4.485603738,-1.39384112,-18.48703227,800 ?atm,Rep_7.5_unfed
110,20211026,7.5_unfed_Run_1B_Rep_B_Num_1,7.5,B,unfed,1,NA,1,2985.22,10.55502312,3.535760554,49.72664734,11.36818848,3.808157683,53.55761829,22.93415963,7.682569334,108.047027,1.747383882,0.585345094,8.232245543,800 ?atm,Rep_7.5_unfed
111,20211026,7.5_unfed_Run_1B_Rep_B_Num_2,7.5,B,unfed,1,NA,2,3847.25,4.237651094,1.101475364,12.70999412,2.323696105,0.603988851,6.969465673,31.01325852,8.061149787,93.01811892,15.19262125,3.948956073,45.56725471,800 ?atm,Rep_7.5_unfed
112,20211026,7.5_unfed_Run_1B_Rep_C_Num_1,7.5,C,unfed,1,NA,1,4286.87,2.555049698,0.596017537,6.320878957,7.793170869,1.817916305,19.27934701,14.59323886,3.404171077,36.10187955,9.406341,2.194221192,23.27013167,800 ?atm,Rep_7.5_unfed
113,20211026,7.5_unfed_Run_1B_Rep_C_Num_2,7.5,C,unfed,1,NA,2,4126.57,5.597209566,1.356383041,14.8187183,5.129299002,1.242993334,13.57991623,9.656300978,2.340030819,25.56523967,0.549432992,0.133145201,1.454634249,800 ?atm,Rep_7.5_unfed
114,20211026,7.5_unfed_Run_1B_Rep_D_Num_1,7.5,D,unfed,1,NA,1,3250.48,7.821620828,2.406297171,31.66781448,7.326312904,2.253917238,29.6624348,16.41903962,5.051266157,66.47664365,11.74408342,3.613030513,47.54889852,800 ?atm,Rep_7.5_unfed
115,20211026,8_fed_Run_1_Rep_A_Num_1,8,A,fed,1,NA,1,12610,169.9621422,13.47836179,61.61227177,169.206065,13.41840325,61.33818933,575.1523148,45.61081005,208.4960819,74.83996492,5.934969462,27.12992551,500 ?atm,Rep_8_fed
116,20211026,8_fed_Run_2_Rep_A_Num_2,8,A,fed,2,NA,2,14310,205.9823676,14.39429543,59.61827112,210.4951652,14.70965515,60.92442753,763.0135683,53.32030526,220.84196,90.45435784,6.321059248,26.18055367,500 ?atm,Rep_8_fed
117,20211026,8_fed_Run_1_Rep_B_Num_1,8,B,fed,1,NA,1,8940,131.3726568,14.69492805,87.84399521,129.1907655,14.45086862,86.38504589,190.8469597,21.34753464,127.6122431,56.74780158,6.347628813,37.94513814,500 ?atm,Rep_8_fed
118,20211026,8_fed_Run_2_Rep_B_Num_2,8,B,fed,2,NA,2,11610,170.2240479,14.66184736,71.48376901,175.0886962,15.08085238,73.52662604,755.7544678,65.09513074,317.3710088,94.57062448,8.145617957,39.71392267,500 ?atm,Rep_8_fed
119,20211026,8_fed_Run_1_Rep_C_Num_1,8,C,fed,1,NA,1,14070,173.8008898,12.35258634,51.84135952,173.2769448,12.31534789,51.68507712,571.7495106,40.6360704,170.5415431,70.22537453,4.991142469,20.94683688,500 ?atm,Rep_8_fed
120,20211026,8_fed_Run_3_Rep_C_Num_2,8,C,fed,3,NA,2,12530,171.3016558,13.67132129,62.80533474,171.1320907,13.65778856,62.74316609,583.4512334,46.56434425,213.9141612,152.2490738,12.15076407,55.81997442,500 ?atm,Rep_8_fed
121,20211026,8_fed_Run_2_Rep_D_Num_1,8,D,fed,2,NA,1,8650,137.9864046,15.9521855,97.84429482,142.7661075,16.50475232,101.2335176,491.2763229,56.79495063,348.3574017,105.0617975,12.14587255,74.49790088,500 ?atm,Rep_8_fed
122,20211026,8_fed_Run_3_Rep_D_Num_2,8,D,fed,3,NA,2,11400,44.43080482,3.89743902,19.27442473,46.35106729,4.065883095,20.10744935,55.64708987,4.881323673,24.14013542,51.78729497,4.542745173,22.46572672,500 ?atm,Rep_8_fed
123,20211026,8_unfed_Run_1B_Rep_A_Num_1,8,A,unfed,1,NA,1,3228.52,-0.864718241,-0.26783735,-3.543531552,3.595590361,1.113696171,14.73438085,-5.949241147,-1.842714664,-24.37941368,16.58809536,5.137987485,67.97640722,500 ?atm,Rep_8_unfed
124,20211026,8_unfed_Run_1B_Rep_A_Num_2,8,A,unfed,1,NA,2,3092.98,-2.79472465,-0.90357023,-12.36105807,-1.161795846,-0.375623459,-5.138619261,14.97502156,4.841616035,66.23447186,4.9677137,1.606125387,21.9721816,500 ?atm,Rep_8_unfed
125,20211026,8_unfed_Run_1B_Rep_B_Num_1,8,B,unfed,1,NA,1,2976.68,-1.452455494,-0.487944789,-6.877767452,-1.346220439,-0.452255681,-6.374715893,22.67575619,7.617801105,107.375805,4.320455067,1.45143417,20.45851688,500 ?atm,Rep_8_unfed
126,20211026,8_unfed_Run_1B_Rep_B_Num_2,8,B,unfed,1,NA,2,3956.4,-4.409812009,-1.114602166,-12.5838523,-2.780941179,-0.702896871,-7.935701786,7.506373799,1.897273734,21.42020997,15.33890452,3.87698527,43.77114228,500 ?atm,Rep_8_unfed
127,20211026,8_unfed_Run_1B_Rep_C_Num_1,8,C,unfed,1,NA,1,2167.19,3.396140653,1.567071024,28.29286386,5.035521306,2.323525536,41.95035875,23.29505242,10.74896637,194.0684483,3.095815764,1.428493009,25.79089116,500 ?atm,Rep_8_unfed
128,20211026,8_unfed_Run_1B_Rep_C_Num_2,8,C,unfed,1,NA,2,2233.2,0.382223624,0.171155124,3.018660304,5.52923093,2.47592286,43.66781349,27.95680925,12.51872168,220.7925022,6.541814613,2.929345608,51.66482356,500 ?atm,Rep_8_unfed
129,20211026,8_unfed_Run_1B_Rep_D_Num_1,8,D,unfed,1,NA,1,2355.83,-2.148727469,-0.912089357,-15.42954035,-0.811927341,-0.344645981,-5.830272033,10.086904,4.281677372,72.43184379,-9.225269929,-3.915931934,-66.2446386,500 ?atm,Rep_8_unfed
130,20211026,8_unfed_Run_1B_Rep_D_Num_2,8,D,unfed,1,NA,2,4715.58,-2.70241377,-0.573081948,-5.642183635,-1.234028754,-0.261691829,-2.576443665,4.11287085,0.872187695,8.586979854,-1.404054246,-0.297747943,-2.931428183,500 ?atm,Rep_8_unfed
