,Date,ID,pH,Replicate,Fed_Unfed,Run,Plate,Number,Length_um,Total_mL.hr,Total_mL.hr.mmlength,Total_mL.hr.bfactor,Chaet_mL.hr,Chaet_mL.hr.mmlength,Chaet_mL.hr.bfactor,Ply_mL.hr,Ply_mL.hr.mmlength,Ply_mL.hr.bfactor,Seston_mL.hr,Seston_mL.hr.mmlength,Seston_mL.hr.bfactor,pCO2,random_fact
22,20210914,8_Run_2_Rep_D_Num_1,8,D,fed,2,NA,1,2692.97,8.76474968,3.254677802,7.458734189,10.98448024,4.078946382,9.347707726,15.38545661,5.713192726,13.09290458,13.30212535,4.93957428,11.32000579,500 ?atm,D_8
23,20210914,8_Run_3_Rep_D_Num_2,8,D,fed,3,NA,2,3491.29,16.54577613,4.739158343,8.869719968,19.46280935,5.574675649,10.43345851,-0.829199048,-0.237505062,-0.444510024,10.70947452,3.067483516,5.741044679,500 ?atm,D_8
24,20210914,8_Run_4_Rep_D_Num_3,8,D,fed,4,NA,3,2969.72,6.149128435,2.070608823,4.39660731,8.004940227,2.695520193,5.72350685,12.67499055,4.268075962,9.062578003,8.72271164,2.937216856,6.236711132,500 ?atm,D_8
25,20210930,7.5_fed_Run_1_Rep_A_Num_1,7.5,A,fed,1,2,1,3740.03,34.81164527,9.307851882,28.64577408,35.95289531,9.612996502,29.58488484,20.07288874,5.367039499,16.5175599,19.73101296,5.275629596,16.23623748,800 ?atm,Rep_7.5_fed
26,20210930,7.5_fed_Run_1_Rep_A_Num_2,7.5,A,fed,1,2,2,2535.63,8.187761109,3.229083545,13.45692896,9.220277871,3.636286789,15.15391359,7.965947642,3.141604904,13.09236922,-7.823038262,-3.085244402,-12.85749166,800 ?atm,Rep_7.5_fed
27,20210930,7.5_fed_Run_2_Rep_A_Num_4,7.5,A,fed,2,2,4,3826.27,30.30758965,7.920922897,23.94773666,33.15217165,8.664357626,26.1954014,-6.078872113,-1.588720115,-4.80325985,12.96222896,3.387693226,10.24218848,800 ?atm,Rep_7.5_fed
28,20210930,7.5_fed_Run_2_Rep_A_Num_5,7.5,A,fed,2,1,5,5202.82,4.07734472,0.783679758,1.864343919,5.33725784,1.025839418,2.440432409,-41.41748356,-7.960583599,-18.93792135,-30.31560274,-5.826763705,-13.86164612,800 ?atm,Rep_7.5_fed
29,20210930,7.5_fed_Run_1_Rep_B_Num_1,7.5,B,fed,1,2,1,3561.09,6.214472248,1.745103956,5.58007798,6.368685677,1.788409076,5.718548782,8.645056427,2.427643342,7.762539936,-7.641444109,-2.145816059,-6.861379745,800 ?atm,Rep_7.5_fed
30,20210930,7.5_fed_Run_1_Rep_B_Num_2,7.5,B,fed,1,2,2,2717.97,4.521582395,1.663588044,6.567326715,5.039434797,1.854117152,7.319476209,-8.924333211,-3.283455377,-12.9620577,1.551462017,0.570816461,2.253405349,800 ?atm,Rep_7.5_fed
31,20210930,7.5_fed_Run_1_Rep_B_Num_3,7.5,B,fed,1,1,3,2734.68,1.961399664,0.717231875,2.817903825,2.490096377,0.910562251,3.577471861,-8.189602612,-2.99472063,-11.76583893,0.212766847,0.077803197,0.305677891,800 ?atm,Rep_7.5_fed
32,20210930,7.5_fed_Run_2_Rep_B_Num_4,7.5,B,fed,2,1,4,4474.19,59.32636245,13.25968778,35.4837666,60.90359796,13.61220645,36.42712895,35.86818241,8.016687357,21.4531645,2.421111565,0.541128465,1.448094138,800 ?atm,Rep_7.5_fed
33,20210930,7.5_fed_Run_2_Rep_B_Num_5,7.5,B,fed,2,2,5,3971.07,20.0920882,5.059615722,14.8601542,18.38975405,4.630931727,13.60110398,21.82247717,5.495364516,16.13995382,19.01551129,4.788510727,14.06391546,800 ?atm,Rep_7.5_fed
34,20210930,7.5_fed_Run_1_Rep_C_Num_1,7.5,C,fed,1,2,1,3406.03,3.667136872,1.07666018,3.564334966,4.401669638,1.292316755,4.278276363,-4.906149805,-1.440430591,-4.768614293,2.784162478,0.817421596,2.706113248,800 ?atm,Rep_7.5_fed
35,20210930,7.5_fed_Run_1_Rep_C_Num_2,7.5,C,fed,1,2,2,3916.36,27.50145457,7.022197798,20.84866693,28.01056809,7.152194408,21.23462245,57.90872188,14.78636333,43.90021087,17.95768106,4.585298865,13.61359671,800 ?atm,Rep_7.5_fed
36,20210930,7.5_fed_Run_1_Rep_C_Num_3,7.5,C,fed,1,1,3,2646.79,-0.496362916,-0.187533925,-0.755809436,0.266958488,0.100861228,0.406496412,-8.730157761,-3.298394569,-13.29336943,1.603096627,0.605675791,2.44102756,800 ?atm,Rep_7.5_fed
37,20210930,7.5_fed_Run_2_Rep_C_Num_4,7.5,C,fed,2,1,4,5218.02,179.3880002,34.37855742,81.5993761,188.9890905,36.21854467,85.96668593,97.14012562,18.61628082,44.18675517,83.91213155,16.08122076,38.16965223,800 ?atm,Rep_7.5_fed
38,20210930,7.5_fed_Run_2_Rep_C_Num_5,7.5,C,fed,2,2,5,3425.45,5.379246765,1.57037667,5.175803108,6.127116864,1.788704218,5.895388684,-19.84132814,-5.792327473,-19.0909271,9.332939004,2.724587719,8.979966306,800 ?atm,Rep_7.5_fed
39,20210930,7.5_fed_Run_1_Rep_D_Num_1,7.5,D,fed,1,2,1,3236.79,5.266467996,1.627065085,5.604917997,6.135846584,1.895657915,6.530167271,-0.784880353,-0.242487265,-0.835320754,-2.312059784,-0.714306391,-2.460644497,800 ?atm,Rep_7.5_fed
40,20210930,7.5_fed_Run_1_Rep_D_Num_2,7.5,D,fed,1,1,2,3900.23,19.02350399,4.877533886,14.52792505,19.73892816,5.060965164,15.07428227,10.56855496,2.709726084,8.071024902,-6.995704837,-1.793664691,-5.342500289,800 ?atm,Rep_7.5_fed
41,20210930,7.5_fed_Run_1_Rep_D_Num_3,7.5,D,fed,1,1,3,4074.55,59.65471213,14.64080994,42.14602694,61.50298159,15.09442309,43.45182847,35.71797846,8.766116126,25.23473551,37.76864817,9.269403533,26.68353272,800 ?atm,Rep_7.5_fed
42,20210930,7.5_fed_Run_2_Rep_D_Num_4,7.5,D,fed,2,1,4,3661.37,17.24775444,4.710737905,14.74010526,18.00278987,4.916954546,15.38536617,11.41128707,3.116671373,9.752201255,3.8928346,1.06321803,3.326855792,800 ?atm,Rep_7.5_fed
43,20210930,7.5_fed_Run_2_Rep_D_Num_5,7.5,D,fed,2,2,5,5311.22,9.812732479,1.847547735,4.325116269,10.16203648,1.913314921,4.479077503,12.7119955,2.393422885,5.603012072,-24.5315984,-4.618825506,-10.81268807,800 ?atm,Rep_7.5_fed
44,20210930,7.5_unfed_Run_1_Rep_A_Num_1,7.5,A,unfed,1,2,1,2647.12,3.378592279,1.276327586,5.143424756,4.352478458,1.64423164,6.62602753,-8.971122924,-3.389012559,-13.65725484,-2.338653577,-0.883470933,-3.560266439,800 ?atm,Rep_7.5_unfed
45,20210930,7.5_unfed_Run_1_Rep_A_Num_2,7.5,A,unfed,1,1,2,2768.54,3.358486053,1.213089229,4.720530264,3.839807302,1.386943047,5.397052807,-0.478539296,-0.172848973,-0.67261236,5.709620375,2.062321792,8.025174245,800 ?atm,Rep_7.5_unfed
46,20210930,7.5_unfed_Run_1_Rep_A_Num_3,7.5,A,unfed,1,1,3,2995.63,8.005470961,2.672383092,9.778936085,9.024388496,3.012517733,11.02357609,-5.101579455,-1.703007199,-6.231740726,3.409678075,1.138217362,4.165029656,800 ?atm,Rep_7.5_unfed
47,20210930,7.5_unfed_Run_2_Rep_A_Num_4,7.5,A,unfed,2,1,4,2310.81,3.114553901,1.34781912,6.038779511,3.434280802,1.486180518,6.658695018,-11.63335991,-5.034321261,-22.55581304,18.80988442,8.139952839,36.47030948,800 ?atm,Rep_7.5_unfed
48,20210930,7.5_unfed_Run_2_Rep_A_Num_5,7.5,A,unfed,2,2,5,2981.4,3.540152582,1.18741282,4.361216099,4.543158561,1.523833957,5.596848101,-9.294348197,-3.11744422,-11.44997569,16.32797922,5.476614751,20.11490866,800 ?atm,Rep_7.5_unfed
49,20210930,7.5_unfed_Run_1_Rep_B_Num_1,7.5,B,unfed,1,2,1,3905.44,12.30830862,3.151580518,9.377336406,13.21984422,3.384982029,10.07180843,3.463660984,0.886881116,2.638860891,3.77118809,0.965624383,2.8731567,800 ?atm,Rep_7.5_unfed
50,20210930,7.5_unfed_Run_1_Rep_B_Num_2,7.5,B,unfed,1,1,2,2371.08,-1.439771267,-0.607221716,-2.666508174,-1.143438505,-0.482243747,-2.117689239,-18.32326938,-7.727815753,-33.93535394,4.503085077,1.899170453,8.339875531,800 ?atm,Rep_7.5_unfed
51,20210930,7.5_unfed_Run_2_Rep_B_Num_4,7.5,B,unfed,2,1,4,2849.95,-1.268398347,-0.44505986,-1.693164073,-0.892262261,-0.31307997,-1.191066204,0.10487771,0.036799842,0.139999529,-8.083591482,-2.83639765,-10.7906532,800 ?atm,Rep_7.5_unfed
52,20210930,7.5_unfed_Run_2_Rep_B_Num_5,7.5,B,unfed,2,2,5,2569.93,-2.439977737,-0.94943354,-3.91543146,-1.75795448,-0.684047612,-2.820988967,-6.548607942,-2.548165881,-10.50854898,1.450701958,0.564490845,2.327940948,800 ?atm,Rep_7.5_unfed
53,20210930,7.5_unfed_Run_1_Rep_C_Num_1,7.5,C,unfed,1,2,1,2696.91,2.533235302,0.939310285,3.730670645,3.437336533,1.274546252,5.062131611,-4.471049929,-1.657841726,-6.584471135,-3.170277698,-1.175522245,-4.668836698,800 ?atm,Rep_7.5_unfed
54,20210930,7.5_unfed_Run_1_Rep_C_Num_2,7.5,C,unfed,1,1,2,2773.61,4.996683448,1.801509025,7.000268538,5.8835153,2.121248229,8.242704883,15.36905135,5.54117246,21.53177958,4.287537834,1.545832988,6.006767594,800 ?atm,Rep_7.5_unfed
55,20210930,7.5_unfed_Run_2_Rep_C_Num_4,7.5,C,unfed,2,2,4,2617.18,0.068684003,0.026243515,0.106700258,0.90769497,0.346821758,1.410099632,-5.576857171,-2.130864966,-8.663619946,10.81285746,4.131491706,16.79772042,800 ?atm,Rep_7.5_unfed
56,20210930,7.5_unfed_Run_2_Rep_C_Num_5,7.5,C,unfed,2,1,5,2392.46,4.820072205,2.014692912,8.785443089,-1.943034607,-0.812149255,-3.541527852,-14.77927816,-6.177440023,-26.93787595,4.094493862,1.711415807,7.462946875,800 ?atm,Rep_7.5_unfed
57,20210930,7.5_unfed_Run_1_Rep_D_Num_1,7.5,D,unfed,1,2,1,2537.18,2.20372529,0.868572703,3.617977356,2.126453744,0.838117021,3.491116396,5.792215312,2.282934325,9.509399348,-0.822838108,-0.324312074,-1.350898706,800 ?atm,Rep_7.5_unfed
58,20210930,7.5_unfed_Run_2_Rep_D_Num_4,7.5,D,unfed,2,2,4,1680.43,11.44576323,6.811210959,39.12461392,14.82503582,8.822168027,50.67585193,-18.83590599,-11.20897984,-64.38605578,30.82245782,18.3420064,105.3592266,800 ?atm,Rep_7.5_unfed
59,20210930,7.5_unfed_Run_2_Rep_D_Num_5,7.5,D,unfed,2,1,5,2588.62,-1.119083072,-0.432308748,-1.772778248,-0.229758184,-0.088757015,-0.363967895,-8.445179736,-3.262425437,-13.37830167,-0.741053749,-0.28627367,-1.173928906,800 ?atm,Rep_7.5_unfed
60,20210930,8_fed_Run_1_Rep_A_Num_1,8,A,fed,1,2,1,3726.56,24.50595038,6.57602464,20.2953603,26.00411212,6.978047347,21.53610925,11.60033818,3.112881098,9.607178637,8.280157373,2.221930513,6.857468271,500 ?atm,Rep_8_fed
61,20210930,8_fed_Run_1_Rep_A_Num_2,8,A,fed,1,2,2,3833.44,7.705049911,2.009957091,6.067940159,8.619388918,2.248473673,6.788007445,3.44333318,0.898235835,2.711720225,-2.48388147,-0.647951049,-1.956125437,500 ?atm,Rep_8_fed
62,20210930,8_fed_Run_1_Rep_A_Num_3,8,A,fed,1,1,3,5080.44,133.8594211,26.34799764,63.85549074,136.5111261,26.8699416,65.12044409,105.5747831,20.78063772,50.36275765,74.53533087,14.67103851,35.5558846,500 ?atm,Rep_8_fed
63,20210930,8_fed_Run_2_Rep_A_Num_4,8,A,fed,2,2,4,2569.09,3.259465512,1.268723755,5.233507716,4.14898586,1.614963221,6.661751576,0.505508151,0.196765451,0.811660931,-3.303292621,-1.285783146,-5.303878,500 ?atm,Rep_8_fed
64,20210930,8_fed_Run_2_Rep_A_Num_5,8,A,fed,2,1,5,4532.4,58.47946011,12.90253731,34.18163005,60.20090202,13.28234534,35.18782419,43.06725564,9.502086233,25.17309491,45.1063423,9.951977386,26.3649545,500 ?atm,Rep_8_fed
65,20210930,8_fed_Run_1_Rep_B_Num_1,8,B,fed,1,2,1,4277.99,3.117755724,0.728789858,2.019709784,5.382357634,1.258151056,3.486738967,-20.63560923,-4.823669347,-13.36793051,-9.006600031,-2.105334522,-5.834555306,500 ?atm,Rep_8_fed
66,20210930,8_fed_Run_1_Rep_B_Num_2,8,B,fed,1,2,2,5084.03,80.76378386,15.88578035,38.47865627,83.90227196,16.50310324,39.97394041,38.04420668,7.483080681,18.12557414,-35.26953808,-6.937319032,-16.80362618,500 ?atm,Rep_8_fed
67,20210930,8_fed_Run_1_Rep_B_Num_3,8,B,fed,1,1,3,4725.11,47.97602762,10.15342026,26.03902558,50.43011419,10.67279157,27.37098294,19.40416813,4.106606646,10.53162705,20.65370778,4.371053326,11.20981565,500 ?atm,Rep_8_fed
68,20210930,8_fed_Run_2_Rep_B_Num_4,8,B,fed,2,2,4,4939.21,30.47432757,6.169878901,15.28542303,32.49465106,6.57891668,16.29878417,10.31950513,2.089302768,5.176094566,24.54456336,4.969329783,12.31115053,500 ?atm,Rep_8_fed
69,20210930,8_fed_Run_2_Rep_B_Num_5,8,B,fed,2,2,5,3841.53,9.894607547,2.575694462,7.763091613,11.56272786,3.00992778,9.071862151,-3.911355683,-1.018176529,-3.068763703,14.94996771,3.891670172,11.72941609,500 ?atm,Rep_8_fed
70,20210930,8_fed_Run_1_Rep_C_Num_1,8,C,fed,1,2,1,3021.9,2.917547394,0.965467883,3.508916452,6.489260561,2.147410755,7.804594088,6.780857332,2.243905269,8.155295746,-5.432531892,-1.797720603,-6.533672964,500 ?atm,Rep_8_fed
71,20210930,8_fed_Run_1_Rep_C_Num_2,8,C,fed,1,2,2,2994.94,1.372501679,0.458273514,1.677241831,2.545465868,0.849922158,3.110642341,-14.94855841,-4.991271413,-18.26762609,-3.760053802,-1.255468825,-4.594908424,500 ?atm,Rep_8_fed
72,20210930,8_fed_Run_1_Rep_C_Num_3,8,C,fed,1,1,3,3528.6,17.03488314,4.827660586,15.54749764,18.21444644,5.161947074,16.62406843,11.06908147,3.136961252,10.10259458,11.97888171,3.394797289,10.93295643,500 ?atm,Rep_8_fed
73,20210930,8_fed_Run_2_Rep_C_Num_4,8,C,fed,2,1,4,3008.54,5.155816037,1.713726936,6.249967696,5.688635847,1.890829388,6.895860912,-5.881669525,-1.9549913,-7.129859612,-7.081408681,-2.353769164,-8.584203777,500 ?atm,Rep_8_fed
74,20210930,8_fed_Run_2_Rep_C_Num_5,8,C,fed,2,1,5,2291.39,2.8213146,1.231267746,5.553016172,4.882298944,2.130714956,9.609522096,-21.53649178,-9.398876568,-42.38892293,-4.26494633,-1.861292198,-8.394425754,500 ?atm,Rep_8_fed
75,20210930,8_fed_Run_1_Rep_D_Num_1,8,D,fed,1,2,1,5545.94,12.4859832,2.251373653,5.095662023,13.44812137,2.424858793,5.488320807,4.767732621,0.859679806,1.945762194,-24.49071729,-4.415972277,-9.994921189,500 ?atm,Rep_8_fed
76,20210930,8_fed_Run_1_Rep_D_Num_2,8,D,fed,1,1,2,3102.14,8.353515109,2.692823376,9.588830627,10.74671679,3.464291358,12.33593832,-13.47454062,-4.343627503,-15.46715199,7.904620317,2.548118498,9.073553396,500 ?atm,Rep_8_fed
77,20210930,8_fed_Run_1_Rep_D_Num_3,8,D,fed,1,1,3,3353.75,11.15258079,3.325406125,11.14254568,12.27830493,3.661067441,12.26725689,8.472707587,2.526338453,8.465083833,22.71060705,6.771705419,22.69017201,500 ?atm,Rep_8_fed
78,20210930,8_fed_Run_2_Rep_D_Num_4,8,D,fed,2,2,4,4130.83,37.75768437,9.140459513,26.03230259,41.52482796,10.05241754,28.62958638,-3.911355681,-0.946869196,-2.696711843,13.51017377,3.270571233,9.314684875,500 ?atm,Rep_8_fed
79,20210930,8_fed_Run_2_Rep_D_Num_5,8,D,fed,2,2,5,3569.03,15.27704263,4.280446686,13.66323705,16.87833852,4.729110858,15.09537846,1.696084334,0.475222773,1.51691678,4.834019946,1.354435224,4.323373443,500 ?atm,Rep_8_fed
80,20210930,8_unfed_Run_1_Rep_A_Num_1,8,A,unfed,1,2,1,2338.16,5.453324485,2.332314506,10.35425562,5.941240036,2.540989511,11.28066342,1.787207935,0.764365114,3.393381021,1.095334061,0.468459841,2.079716491,500 ?atm,Rep_8_unfed
81,20210930,8_unfed_Run_1_Rep_A_Num_2,8,A,unfed,1,1,2,2741.79,7.126060701,2.599054158,10.19066038,8.116994603,2.960472758,11.60775059,2.905922887,1.059863406,4.155630226,20.75647515,7.570410262,29.68290587,500 ?atm,Rep_8_unfed
82,20210930,8_unfed_Run_1_Rep_A_Num_3,8,A,unfed,1,1,3,2926.51,4.404617141,1.505075035,5.608656055,6.933214138,2.369106594,8.828466179,-24.22030696,-8.276174338,-30.84113033,0.644818858,0.220337145,0.821085482,500 ?atm,Rep_8_unfed
83,20210930,8_unfed_Run_2_Rep_A_Num_4,8,A,unfed,2,1,4,2794.6,5.127146443,1.834662006,7.087293244,6.152909165,2.201713721,8.5052128,-12.57804523,-4.5008392,-17.3867269,8.646925393,3.094154939,11.95271026,500 ?atm,Rep_8_unfed
84,20210930,8_unfed_Run_2_Rep_A_Num_5,8,A,unfed,2,2,5,3121.74,3.971577245,1.272231911,4.508068449,7.555079401,2.420150109,8.575639596,-15.08014731,-4.830686513,-17.11721367,-1.519808829,-0.486846704,-1.725108642,500 ?atm,Rep_8_unfed
85,20210930,8_unfed_Run_1_Rep_B_Num_1,8,B,unfed,1,2,1,4063.04,31.52175742,7.758170586,22.38252788,33.55099635,8.257609167,23.82342143,15.06673126,3.708240939,10.69837345,10.76381373,2.649202008,7.643018047,500 ?atm,Rep_8_unfed
86,20210930,8_unfed_Run_1_Rep_B_Num_2,8,B,unfed,1,1,2,2852.4,4.722707039,1.655695919,6.294628596,5.268201827,1.846936554,7.021687689,31.22132329,10.9456329,41.61313264,1.178074251,0.413011587,1.570188413,500 ?atm,Rep_8_unfed
87,20210930,8_unfed_Run_1_Rep_B_Num_3,8,B,unfed,1,1,3,4098.8,3.899249176,0.951314818,2.725873389,5.59661195,1.365426942,3.912459782,-11.21329705,-2.735751207,-7.83895223,3.048840082,0.743837241,2.131372393,500 ?atm,Rep_8_unfed
88,20210930,8_unfed_Run_2_Rep_B_Num_4,8,B,unfed,2,1,4,3456.24,-1.187727684,-0.343647341,-1.124749004,3.965795717,1.147430652,3.755511336,-13.18289707,-3.814230802,-12.48388039,5.100254047,1.475665477,4.829815568,500 ?atm,Rep_8_unfed
89,20210930,8_unfed_Run_2_Rep_B_Num_5,8,B,unfed,2,1,5,2975.12,15.25739925,5.128330707,18.86671065,16.91067766,5.684032125,20.91109088,1.475245674,0.495860898,1.824231824,-7.360079412,-2.473876486,-9.101189945,500 ?atm,Rep_8_unfed
90,20210930,8_unfed_Run_1_Rep_C_Num_1,8,C,unfed,1,2,1,2772.19,0.554106114,0.19988028,0.777001186,1.982729547,0.715221376,2.780303572,-10.23277922,-3.691225788,-14.34902337,6.094722308,2.198522579,8.546389107,500 ?atm,Rep_8_unfed
91,20210930,8_unfed_Run_1_Rep_C_Num_2,8,C,unfed,1,1,2,2339.1,2.55818599,1.093662516,4.853767146,4.201576291,1.796236283,7.971849209,-11.46952975,-4.903394362,-21.7616807,5.81305566,2.485167654,11.02938515,500 ?atm,Rep_8_unfed
92,20210930,8_unfed_Run_2_Rep_C_Num_4,8,C,unfed,2,1,3,2515.39,-0.196452617,-0.078100262,-0.327517113,1.129344426,0.448973887,1.882793069,-31.87851497,-12.67338861,-53.14644999,24.29157114,9.657178861,40.49783284,500 ?atm,Rep_8_unfed
93,20210930,8_unfed_Run_2_Rep_C_Num_5,8,C,unfed,2,2,5,2441.63,4.667852289,1.911777087,8.205416553,6.122784333,2.507662641,10.76297895,-9.468788521,-3.878060362,-16.64477564,-14.74198613,-6.037764168,-25.91430266,500 ?atm,Rep_8_unfed
94,20210930,8_unfed_Run_1_Rep_D_Num_1,8,D,unfed,1,2,1,3548.86,9.858079889,2.777815943,8.906105097,11.29953231,3.183989311,10.20835938,-9.811649388,-2.764732728,-8.864158296,6.998413287,1.972017292,6.322590702,500 ?atm,Rep_8_unfed
95,20210930,8_unfed_Run_1_Rep_D_Num_2,8,D,unfed,1,1,2,3134.22,7.294047957,2.327229089,8.220756984,9.989464237,3.187224967,11.25862599,-21.46023801,-6.847074555,-24.18676194,6.199482868,1.977998631,6.987127366,500 ?atm,Rep_8_unfed
96,20210930,8_unfed_Run_2_Rep_D_Num_4,8,D,unfed,2,1,4,2216.96,2.748243028,1.239644842,5.736669297,3.866094815,1.743872156,8.070067747,-32.30809722,-14.57315297,-67.43976695,3.889923085,1.754620329,8.119806762,500 ?atm,Rep_8_unfed
97,20210930,8_unfed_Run_2_Rep_D_Num_5,8,D,unfed,2,2,5,1872.86,0.888186909,0.474240952,2.503217431,5.563923906,2.970816775,15.68105898,-11.23484999,-5.998766588,-31.66368706,9.21403496,4.919767073,25.96833244,500 ?atm,Rep_8_unfed
98,20211026,7.5_fed_Run_1_Rep_A_Num_1,7.5,A,fed,1,NA,1,8900,18.52291275,2.081226152,12.48483909,19.44389909,2.184707763,13.10560357,17.7302696,1.992165123,11.95058066,4.288151995,0.481814831,2.890306097,800 ?atm,Rep_7.5_fed
